size	colour	x	y	clickSelects	key	showSelectedlegendcolour	PANEL	fill
3.39427400463467	#00C094	0.152930064919556	0.8152156369536	United Arab Emirates	United Arab Emirates	Middle East & North Africa (all income levels)	3	#00C094
4.54558441227157	#A58AFF	0.66533860216688	0.368298406788951	Afghanistan	Afghanistan	South Asia	3	#A58AFF
2.80498447189992	#C49A00	0.125898343357144	0.821439067142171	Albania	Albania	Europe & Central Asia (all income levels)	3	#C49A00
2.80498447189992	#C49A00	0.141531146188419	0.772750302763266	Armenia	Armenia	Europe & Central Asia (all income levels)	3	#C49A00
4.12978872191586	#FB61D7	0.575992791540917	0.404273527205445	Angola	Angola	Sub-Saharan Africa (all income levels)	3	#FB61D7
5.11769145362398	#53B400	0.196463078359424	0.800743577536717	Argentina	Argentina	Latin America & Caribbean (all income levels)	3	#53B400
3.39427400463467	#C49A00	0.106357339818052	0.87774066454119	Austria	Austria	Europe & Central Asia (all income levels)	3	#C49A00
4.27683991532123	#F8766D	0.163134811212194	0.895830263770299	Australia	Australia	East Asia & Pacific (all income levels)	3	#F8766D
2	#53B400	0.140662657142237	0.791229436429558	Aruba	Aruba	Latin America & Caribbean (all income levels)	3	#53B400
3.39427400463467	#C49A00	0.159552293896693	0.719335820602557	Azerbaijan	Azerbaijan	Europe & Central Asia (all income levels)	3	#C49A00
2.80498447189992	#C49A00	0.0800855461710489	0.797842021021712	Bosnia and Herzegovina	Bosnia and Herzegovina	Europe & Central Asia (all income levels)	3	#C49A00
2	#53B400	0.119276114380007	0.81588601621915	Barbados	Barbados	Latin America & Caribbean (all income levels)	3	#53B400
7.96992462263972	#A58AFF	0.209056169529062	0.687178517704036	Bangladesh	Bangladesh	South Asia	3	#A58AFF
3.60996894379985	#C49A00	0.155209848665784	0.869113901883611	Belgium	Belgium	Europe & Central Asia (all income levels)	3	#C49A00
3.8	#FB61D7	0.596402284126191	0.468703663216051	Burkina Faso	Burkina Faso	Sub-Saharan Africa (all income levels)	3	#FB61D7
3.39427400463467	#C49A00	0.113956618972143	0.764452649200905	Bulgaria	Bulgaria	Europe & Central Asia (all income levels)	3	#C49A00
2	#00C094	0.235002279783746	0.792424262059312	Bahrain	Bahrain	Middle East & North Africa (all income levels)	3	#00C094
3.39427400463467	#FB61D7	0.452341663590768	0.390691886506919	Burundi	Burundi	Sub-Saharan Africa (all income levels)	3	#FB61D7
