size	colour	x	y	clickSelects	key	showSelectedlegendcolour	PANEL	fill
2.80498447189992	#00C094	0.386336496080943	0.760014616852218	United Arab Emirates	United Arab Emirates	Middle East & North Africa (all income levels)	3	#00C094
3.8	#A58AFF	0.822860802918123	0.296642311960231	Afghanistan	Afghanistan	South Asia	3	#A58AFF
2	#53B400	0.137840067742146	0.784442416416265	Antigua and Barbuda	Antigua and Barbuda	Latin America & Caribbean (all income levels)	3	#53B400
2.80498447189992	#C49A00	0.269199035977159	0.741108705456215	Albania	Albania	Europe & Central Asia (all income levels)	3	#C49A00
2.80498447189992	#C49A00	0.21372429815229	0.684444175971822	Armenia	Armenia	Europe & Central Asia (all income levels)	3	#C49A00
3.60996894379985	#FB61D7	0.726241396530386	0.271319533274659	Angola	Angola	Sub-Saharan Africa (all income levels)	3	#FB61D7
4.78854800926934	#53B400	0.270067525023341	0.748569905071028	Argentina	Argentina	Latin America & Caribbean (all income levels)	3	#53B400
3.39427400463467	#C49A00	0.115042230279871	0.809513232826861	Austria	Austria	Europe & Central Asia (all income levels)	3	#C49A00
4.12978872191586	#F8766D	0.15824956032742	0.833238730303192	Australia	Australia	East Asia & Pacific (all income levels)	3	#F8766D
2	#53B400	0.190709338428469	0.772373309434795	Aruba	Aruba	Latin America & Caribbean (all income levels)	3	#53B400
3.39427400463467	#C49A00	0.250743643745793	0.628019447687292	Azerbaijan	Azerbaijan	Europe & Central Asia (all income levels)	3	#C49A00
3.13841995766062	#C49A00	0.12611546561869	0.653288641635652	Bosnia and Herzegovina	Bosnia and Herzegovina	Europe & Central Asia (all income levels)	3	#C49A00
2	#53B400	0.141096901665328	0.791173571490761	Barbados	Barbados	Latin America & Caribbean (all income levels)	3	#53B400
7.2168956286282	#A58AFF	0.407505916581627	0.570485021298793	Bangladesh	Bangladesh	South Asia	3	#A58AFF
3.60996894379985	#C49A00	0.122641509433962	0.817239315858958	Belgium	Belgium	Europe & Central Asia (all income levels)	3	#C49A00
3.39427400463467	#FB61D7	0.684879605705973	0.38501988506796	Burkina Faso	Burkina Faso	Sub-Saharan Africa (all income levels)	3	#FB61D7
3.39427400463467	#C49A00	0.120470286818508	0.741563225638526	Bulgaria	Bulgaria	Europe & Central Asia (all income levels)	3	#C49A00
2	#00C094	0.325650823978983	0.76108669163006	Bahrain	Bahrain	Middle East & North Africa (all income levels)	3	#00C094
3.13841995766062	#FB61D7	0.655459539266561	0.330472902787444	Burundi	Burundi	Sub-Saharan Africa (all income levels)	3	#FB61D7
3.13841995766062	#FB61D7	0.670115291920881	0.400471291064957	Benin	Benin	Sub-Saharan Africa (all income levels)	3	#FB61D7
2	#F8766D	0.313817660724754	0.783545537126756	Brunei Darussalam	Brunei Darussalam	East Asia & Pacific (all income levels)	3	#F8766D
3.39427400463467	#53B400	0.475465184445361	0.559246667760911	Bolivia	Bolivia	Latin America & Caribbean (all income levels)	3	#53B400
8.13057909173351	#53B400	0.240213214060838	0.67361321845019	Brazil	Brazil	Latin America & Caribbean (all income levels)	3	#53B400
2	#53B400	0.237824869183837	0.710721599053686	Bahamas, The	Bahamas, The	Latin America & Caribbean (all income levels)	3	#53B400
2	#A58AFF	0.53647653993964	0.471528452944411	Bhutan	Bhutan	South Asia	3	#A58AFF
2.80498447189992	#FB61D7	0.430303754043902	0.608679157889633	Botswana	Botswana	Sub-Saharan Africa (all income levels)	3	#FB61D7
3.60996894379985	#C49A00	0.143268124280783	0.718620597372532	Belarus	Belarus	Europe & Central Asia (all income levels)	3	#C49A00
2	#53B400	0.426938358989947	0.761499028083077	Belize	Belize	Latin America & Caribbean (all income levels)	3	#53B400
4.66983145535444	#00B6EB	0.138925679049873	0.832345651349654	Canada	Canada	North America	3	#00B6EB
5.01197609552267	#FB61D7	0.727435568968886	0.355351422197831	Congo, Dem. Rep.	Congo, Dem. Rep.	Sub-Saharan Africa (all income levels)	3	#FB61D7
2.80498447189992	#FB61D7	0.571107540656143	0.37420108862144	Central African Republic	Central African Republic	Sub-Saharan Africa (all income levels)	3	#FB61D7
2.80498447189992	#FB61D7	0.521603665023775	0.492482745429593	Congo, Rep.	Congo, Rep.	Sub-Saharan Africa (all income levels)	3	#FB61D7
3.39427400463467	#C49A00	0.124812732049417	0.839908319934932	Switzerland	Switzerland	Europe & Central Asia (all income levels)	3	#C49A00
3.8	#FB61D7	0.602156024057147	0.438917389930774	Cote d'Ivoire	Cote d'Ivoire	Sub-Saharan Africa (all income levels)	3	#FB61D7
3.8	#53B400	0.231094079075928	0.783937731799118	Chile	Chile	Latin America & Caribbean (all income levels)	3	#53B400
3.8	#FB61D7	0.575449985887053	0.452293812486786	Cameroon	Cameroon	Sub-Saharan Africa (all income levels)	3	#FB61D7
18.7506417787499	#F8766D	0.181915886835877	0.716125676806584	China	China	East Asia & Pacific (all income levels)	3	#F8766D
4.90241278938748	#53B400	0.280272271315978	0.697228126149721	Colombia	Colombia	Latin America & Caribbean (all income levels)	3	#53B400
2.80498447189992	#53B400	0.279186660008251	0.814403505156277	Costa Rica	Costa Rica	Latin America & Caribbean (all income levels)	3	#53B400
3.60996894379985	#53B400	0.135668845126691	0.790347378450339	Cuba	Cuba	Latin America & Caribbean (all income levels)	3	#53B400
2	#FB61D7	0.497828777384545	0.655101021860938	Cape Verde	Cape Verde	Sub-Saharan Africa (all income levels)	3	#FB61D7
2	#C49A00	0.20699350804438	0.824481996155352	Cyprus	Cyprus	Europe & Central Asia (all income levels)	3	#C49A00
3.60996894379985	#C49A00	0.1400112903576	0.75367489638289	Czech Republic	Czech Republic	Europe & Central Asia (all income levels)	3	#C49A00
6.40908153700972	#C49A00	0.093330004125323	0.808954583438905	Germany	Germany	Europe & Central Asia (all income levels)	3	#C49A00
2	#00C094	0.595750917341555	0.435950467637041	Djibouti	Djibouti	Middle East & North Africa (all income levels)	3	#00C094
3.13841995766062	#C49A00	0.14435373558851	0.799210522005408	Denmark	Denmark	Europe & Central Asia (all income levels)	3	#C49A00
2	#53B400	0.224688972360336	0.779844009889538	Dominica	Dominica	Latin America & Caribbean (all income levels)	3	#53B400
3.39427400463467	#53B400	0.314794710901709	0.696286022862138	Dominican Republic	Dominican Republic	Latin America & Caribbean (all income levels)	3	#53B400
4.54558441227157	#00C094	0.410979872766355	0.682740485355348	Algeria	Algeria	Middle East & North Africa (all income levels)	3	#00C094
3.60996894379985	#53B400	0.328473413379074	0.715818229626409	Ecuador	Ecuador	Latin America & Caribbean (all income levels)	3	#53B400
2.80498447189992	#C49A00	0.136754456434418	0.700569001503148	Estonia	Estonia	Europe & Central Asia (all income levels)	3	#C49A00
5.77571185341255	#00C094	0.389484768873353	0.615279201373077	Egypt, Arab Rep.	Egypt, Arab Rep.	Middle East & North Africa (all income levels)	3	#00C094
2.80498447189992	#FB61D7	0.616268971057602	0.404199420653983	Eritrea	Eritrea	Sub-Saharan Africa (all income levels)	3	#FB61D7
5.11769145362398	#C49A00	0.0965868380485051	0.833736574315589	Spain	Spain	Europe & Central Asia (all income levels)	3	#C49A00
5.50884596413123	#FB61D7	0.715819527976203	0.374692852096282	Ethiopia	Ethiopia	Sub-Saharan Africa (all income levels)	3	#FB61D7
3.13841995766062	#C49A00	0.154124237358056	0.803280681831958	Finland	Finland	Europe & Central Asia (all income levels)	3	#C49A00
2	#F8766D	0.317183055778709	0.656128252674306	Fiji	Fiji	East Asia & Pacific (all income levels)	3	#F8766D
2	#F8766D	0.476550795753089	0.662538659392723	Micronesia, Fed. Sts.	Micronesia, Fed. Sts.	East Asia & Pacific (all income levels)	3	#F8766D
5.77571185341255	#C49A00	0.142182512973055	0.828906347294539	France	France	Europe & Central Asia (all income levels)	3	#C49A00
2	#FB61D7	0.506622228977137	0.584480898618323	Gabon	Gabon	Sub-Saharan Africa (all income levels)	3	#FB61D7
5.68890227574546	#C49A00	0.147610569511692	0.818531430089609	United Kingdom	United Kingdom	Europe & Central Asia (all income levels)	3	#C49A00
2	#53B400	0.338786720802484	0.721424865286641	Grenada	Grenada	Latin America & Caribbean (all income levels)	3	#53B400
3.13841995766062	#C49A00	0.178659052912695	0.722984903203353	Georgia	Georgia	Europe & Central Asia (all income levels)	3	#C49A00
3.9718012070186	#FB61D7	0.538647762555095	0.525537687684817	Ghana	Ghana	Sub-Saharan Africa (all income levels)	3	#FB61D7
2	#C49A00	0.227945806283518	0.645692150060218	Greenland	Greenland	Europe & Central Asia (all income levels)	3	#C49A00
2	#FB61D7	0.608886814165056	0.457811900318859	Gambia, The	Gambia, The	Sub-Saharan Africa (all income levels)	3	#FB61D7
3.13841995766062	#FB61D7	0.671852270013244	0.321292431178671	Guinea	Guinea	Sub-Saharan Africa (all income levels)	3	#FB61D7
2	#FB61D7	0.594013939249191	0.367265855505221	Equatorial Guinea	Equatorial Guinea	Sub-Saharan Africa (all income levels)	3	#FB61D7
3.60996894379985	#C49A00	0.103100505894869	0.833314737022642	Greece	Greece	Europe & Central Asia (all income levels)	3	#C49A00
3.39427400463467	#53B400	0.546572725101505	0.614720171951522	Guatemala	Guatemala	Latin America & Caribbean (all income levels)	3	#53B400
2	#F8766D	0.291345506654797	0.75794951428476	Guam	Guam	East Asia & Pacific (all income levels)	3	#F8766D
2	#FB61D7	0.664795796513016	0.299840294681091	Guinea-Bissau	Guinea-Bissau	Sub-Saharan Africa (all income levels)	3	#FB61D7
2	#53B400	0.229465662114337	0.585481147046286	Guyana	Guyana	Latin America & Caribbean (all income levels)	3	#53B400
3.13841995766062	#F8766D	0.099517988579369	0.837913143549369	Hong Kong SAR, China	Hong Kong SAR, China	East Asia & Pacific (all income levels)	3	#F8766D
3.13841995766062	#53B400	0.490663742753544	0.6750767278332	Honduras	Honduras	Latin America & Caribbean (all income levels)	3	#53B400
3.13841995766062	#C49A00	0.113956618972143	0.737622277235042	Croatia	Croatia	Europe & Central Asia (all income levels)	3	#C49A00
3.39427400463467	#53B400	0.518889636754456	0.499695783105402	Haiti	Haiti	Latin America & Caribbean (all income levels)	3	#53B400
3.60996894379985	#C49A00	0.145439346896237	0.704521350914549	Hungary	Hungary	Europe & Central Asia (all income levels)	3	#C49A00
8.68670322356242	#F8766D	0.271804503115704	0.607346380064075	Indonesia	Indonesia	East Asia & Pacific (all income levels)	3	#F8766D
2.80498447189992	#C49A00	0.172579629589422	0.798308322245536	Ireland	Ireland	Europe & Central Asia (all income levels)	3	#C49A00
3.13841995766062	#00C094	0.246401198514884	0.819633527521635	Israel	Israel	Middle East & North Africa (all income levels)	3	#00C094
16.7556091029818	#A58AFF	0.361258874872441	0.545208606712086	India	India	South Asia	3	#A58AFF
4.12978872191586	#00C094	0.587174588010509	0.71472487296712	Iraq	Iraq	Middle East & North Africa (all income levels)	3	#00C094
5.77571185341255	#00C094	0.402512104566081	0.644485923422546	Iran, Islamic Rep.	Iran, Islamic Rep.	Middle East & North Africa (all income levels)	3	#00C094
2	#C49A00	0.193206244436242	0.85477523425936	Iceland	Iceland	Europe & Central Asia (all income levels)	3	#C49A00
5.68890227574546	#C49A00	0.0944156154330504	0.831053537119003	Italy	Italy	Europe & Central Asia (all income levels)	3	#C49A00
2	#C49A00	0.11145971296437	0.809424684998703	Channel Islands	Channel Islands	Europe & Central Asia (all income levels)	3	#C49A00
2.80498447189992	#53B400	0.263228173784658	0.725159075413222	Jamaica	Jamaica	Latin America & Caribbean (all income levels)	3	#53B400
2.80498447189992	#00C094	0.529528627570185	0.731996639894946	Jordan	Jordan	Middle East & North Africa (all income levels)	3	#00C094
7.45967031971712	#F8766D	0.116344963849143	0.860908976518979	Japan	Japan	East Asia & Pacific (all income levels)	3	#F8766D
4.41495341569977	#FB61D7	0.56861063464837	0.538518115232495	Kenya	Kenya	Sub-Saharan Africa (all income levels)	3	#FB61D7
3.13841995766062	#C49A00	0.345951755433485	0.688711953268942	Kyrgyz Republic	Kyrgyz Republic	Europe & Central Asia (all income levels)	3	#C49A00
3.60996894379985	#F8766D	0.546464163970732	0.495689088889592	Cambodia	Cambodia	East Asia & Pacific (all income levels)	3	#F8766D
2	#F8766D	0.365818442364896	0.53434230606591	Kiribati	Kiribati	East Asia & Pacific (all income levels)	3	#F8766D
2	#FB61D7	0.534631000716503	0.500889088600767	Comoros	Comoros	Sub-Saharan Africa (all income levels)	3	#FB61D7
2	#53B400	0.23554508543761	0.686355744965989	St. Kitts and Nevis	St. Kitts and Nevis	Latin America & Caribbean (all income levels)	3	#53B400
4.27683991532123	#F8766D	0.211661636667608	0.710430873351789	Korea, Dem. Rep.	Korea, Dem. Rep.	East Asia & Pacific (all income levels)	3	#F8766D
5.2199378875997	#F8766D	0.146524958203965	0.752652606006287	Korea, Rep.	Korea, Rep.	East Asia & Pacific (all income levels)	3	#F8766D
2.80498447189992	#C49A00	0.274420826367327	0.688506735126425	Kosovo	Kosovo	Europe & Central Asia (all income levels)	3	#C49A00
2.80498447189992	#00C094	0.207102069175153	0.764285054384519	Kuwait	Kuwait	Middle East & North Africa (all income levels)	3	#00C094
3.9718012070186	#C49A00	0.224688972360336	0.682935442590738	Kazakhstan	Kazakhstan	Europe & Central Asia (all income levels)	3	#C49A00
3.13841995766062	#F8766D	0.597487895433919	0.498058978402044	Lao PDR	Lao PDR	East Asia & Pacific (all income levels)	3	#F8766D
2.80498447189992	#00C094	0.281900688277569	0.705664491975077	Lebanon	Lebanon	Middle East & North Africa (all income levels)	3	#00C094
2	#53B400	0.278969537746705	0.742866740877094	St. Lucia	St. Lucia	Latin America & Caribbean (all income levels)	3	#53B400
3.9718012070186	#A58AFF	0.212204442321471	0.713590472679328	Sri Lanka	Sri Lanka	South Asia	3	#A58AFF
2.80498447189992	#FB61D7	0.643409253750787	0.282367870013917	Liberia	Liberia	Sub-Saharan Africa (all income levels)	3	#FB61D7
2.80498447189992	#FB61D7	0.469928566775952	0.556205258882116	Lesotho	Lesotho	Sub-Saharan Africa (all income levels)	3	#FB61D7
2.80498447189992	#C49A00	0.158466682588966	0.721930690004582	Lithuania	Lithuania	Europe & Central Asia (all income levels)	3	#C49A00
2	#C49A00	0.134583233818963	0.808194516244404	Luxembourg	Luxembourg	Europe & Central Asia (all income levels)	3	#C49A00
2.80498447189992	#C49A00	0.141096901665328	0.693287557779833	Latvia	Latvia	Europe & Central Asia (all income levels)	3	#C49A00
