x	y	showSelectedlegendcolour	group
0.615184001055702	0.439630269541454	FC	1
0.559146221971391	0.404697383197133	FC	2
0.606276961698641	0.413453086351099	FC	3
0.492340207876473	0.445477182516822	FC	4
0.542101458069126	0.449033473139666	FC	5
0.544254834149803	0.443213462826967	FC	6
0.479817634804285	0.383660437725697	FC	7
0.591141190968865	0.465083963593836	FC	8
0.580484319448526	0.411282602292147	FC	9
0.602023082400678	0.432528971042358	FC	10
0.604504013099622	0.455815409577457	FC	11
0.42754496920156	0.355881261915924	FC	12
0.536529097019638	0.547934327826625	FC	13
0.511015685800709	0.464276669674733	FC	14
0.535335394550912	0.234799112517119	FF	15
0.481269422093778	0.41485009920482	FC	16
0.484933888279009	0.299294188247881	FC	17
0.429189810948642	0.123130731720017	FF	18
0.39598246527497	0.349537610861601	FC	19
0.696058629499917	0.511908064430219	FC	20
0.548735600477649	0.537508315439642	FC	21
0.46833143372445	0.406534151180969	FC	22
0.434882324777634	0.399395130240473	FC	23
0.598379379991343	0.562535601596932	FC	24
0.561845556765697	0.523837829811301	FC	25
0.469283819024591	0.252094205381904	FF	26
0.558504039044824	0.530130619407197	FC	27
0.661817798444133	0.244740310870766	FF	28
0.592845681322604	0.528435391156877	FC	29
0.693606070800344	0.58078887814642	FC	30
0.530532224971697	0.408015206933338	FC	31
0.60168320750416	0.456623582887728	FC	32
0.455700522317542	0.407489314529311	FC	33
0.483867134625083	0.443016409891258	FC	34
0.550670835497031	0.43653878044096	FC	35
0.405538080867339	0.352939991395172	FC	36
0.429800919425908	0.415389003238253	FC	37
0.49188752818381	0.37230339909192	FC	38
0.606736034700046	0.589285303329282	FC	39
0.573913420248351	0.340513534492377	FF	40
0.559316139701211	0.417717602807418	FC	41
0.508884311496641	0.453516397414395	FC	42
0.515195525732835	0.444280451127791	FC	43
0.636766867816678	0.456180391010632	FF	44
0.721219216426383	0.442103301792877	FF	45
0.507687949955993	0.437176930865811	FC	46
0.573862883693907	0.292686399286069	FF	47
0.573958881458347	0.490089461787393	FC	48
0.681883990038869	0.427320208491841	FF	49
0.359997362884436	0.368353673783518	FC	50
0.389418547974531	0.326611791064286	FC	51
0.477347360570345	0.365259291746972	FC	52
0.466582800125008	0.398014021964901	FC	53
0.563044354870899	0.528250343084477	FC	54
0.510196360502546	0.321168044931352	FF	55
0.51658406981398	0.457764338106707	FC	56
0.4713966222281	0.392611180257797	FC	57
0.46605240650124	0.366877860130396	FC	58
0.422918030697328	0.409337781683046	FC	59
0.440163723108678	0.380367324788797	FC	60
0.422114556609073	0.354668834154054	FC	61
0.475409832620022	0.293557086667422	FC	62
0.342395720769468	0.282139530849725	FC	63
0.420480391619023	0.385330746958714	FC	64
0.554045963340187	0.3929046165357	FC	65
0.441502279789496	0.341343942076517	FC	66
0.468257820171144	0.378558466246416	FC	67
0.437556978488739	0.339364419362379	FC	68
0.426493011827316	0.384340418524787	FC	69
0.468524305111548	0.377327703925516	FC	70
0.461757122993075	0.379427522220366	FC	71
0.364538104523042	0.339418046381927	FC	72
0.545497775500706	0.392794677753171	FC	73
0.3817623443119	0.322347737575828	FC	74
0.403104704945298	0.231159815673935	FC	75
0.446043447240633	0.285352963596056	FC	76
0.348395331852909	0.360701130794751	FC	77
0.358841856399874	0.36322056432111	FC	78
0.408860358933082	0.295780862152994	FC	79
0.445515327402955	0.270049682958099	FF	80
0.473798358253182	0.28128784921326	FC	81
0.576504293366354	0.500050672652027	FC	82
0.537176861066762	0.529135176261644	FC	83
0.544060987796058	0.504155395646178	FC	84
0.46319032003716	0.38353502743336	FC	85
0.377551330822045	0.367758377156725	FC	86
0.380374186606407	0.33194355058398	FC	87
0.374306117277686	0.359095701428353	FC	88
0.420124828291059	0.29322584711774	FF	89
0.363512512337277	0.281988097285887	FC	90
0.366854842246335	0.271719656598187	FC	91
0.447230474221699	0.338286403077514	FC	92
0.439923989732406	0.318788681391862	FC	93
0.368240098137864	0.351241199010251	FC	94
0.454862463140359	0.42189722687344	FC	95
0.489307654528458	0.45379426469439	FC	96
0.445201797402887	0.415229099046187	FC	97
0.522025827718071	0.437511190739165	FC	98
0.479378716695751	0.484068035843597	FC	99
0.464790062716743	0.394190140029866	FC	100
0.516073851375111	0.495894081420663	FC	101
0.427415867090947	0.404202450457754	FC	102
0.546511596562335	0.498745553057493	FC	103
0.414815277616706	0.43385389492988	FC	104
0.436788718607107	0.44637670528804	FC	105
0.481066850063473	0.250596909458458	FF	106
0.434411317873631	0.299843673942528	FF	107
0.440429519202481	0.405487430153682	FC	108
0.501645433627565	0.382415627097084	FC	109
0.521257588128468	0.337549566717205	FF	110
0.343563771129472	0.284911114077987	FC	111
0.41696047323381	0.361086587719461	FC	112
0.442318723565724	0.366596012292492	FC	113
0.529221131787589	0.35178921497094	FF	114
0.466277773351488	0.353736257330234	FC	115
0.39092426026369	0.368055250181609	FC	116
0.40698765518947	0.446896140608725	FC	117
0.391313433713936	0.42281877571322	FC	118
0.403789996422013	0.339739727694216	FC	119
0.390848170708953	0.402141569588401	FC	120
0.509520304419628	0.483238172057695	FC	121
0.462425650816091	0.37507909025302	FC	122
0.486020004929652	0.228813522844768	FF	123
0.473336200367324	0.42930673207487	FC	124
0.535348220605273	0.389980928557741	FC	125
0.386394863936688	0.375525302453788	FC	126
0.412315370296701	0.360405600141584	FC	127
0.337537632079088	0.319998454309819	FC	128
0.437037201893095	0.363248601150186	FC	129
0.417522163756891	0.389183545113993	FC	130
