colour	showSelectedlegendcolour	fill	group
#F8766D	FC	#F8766D	805
#F8766D	FC	#F8766D	806
#00BFC4	FF	#00BFC4	807
#F8766D	FC	#F8766D	808
#F8766D	FC	#F8766D	809
#F8766D	FC	#F8766D	810
#F8766D	FC	#F8766D	811
#00BFC4	FF	#00BFC4	812
#F8766D	FC	#F8766D	813
#F8766D	FC	#F8766D	814
#F8766D	FC	#F8766D	815
#F8766D	FC	#F8766D	816
#F8766D	FC	#F8766D	817
#F8766D	FC	#F8766D	818
#F8766D	FC	#F8766D	819
#F8766D	FC	#F8766D	820
#F8766D	FC	#F8766D	821
#F8766D	FC	#F8766D	822
#F8766D	FC	#F8766D	823
#00BFC4	FF	#00BFC4	824
#F8766D	FC	#F8766D	825
#F8766D	FC	#F8766D	826
#00BFC4	FF	#00BFC4	827
#F8766D	FC	#F8766D	828
#F8766D	FC	#F8766D	829
#F8766D	FC	#F8766D	830
#F8766D	FC	#F8766D	831
#F8766D	FC	#F8766D	832
#F8766D	FC	#F8766D	833
#F8766D	FC	#F8766D	834
#F8766D	FC	#F8766D	835
#F8766D	FC	#F8766D	836
#F8766D	FC	#F8766D	837
#F8766D	FC	#F8766D	838
#F8766D	FC	#F8766D	839
#F8766D	FC	#F8766D	840
#F8766D	FC	#F8766D	841
#F8766D	FC	#F8766D	842
#F8766D	FC	#F8766D	843
#F8766D	FC	#F8766D	844
#F8766D	FC	#F8766D	845
#F8766D	FC	#F8766D	846
#F8766D	FC	#F8766D	847
#F8766D	FC	#F8766D	848
#F8766D	FC	#F8766D	849
#F8766D	FC	#F8766D	850
#F8766D	FC	#F8766D	851
#F8766D	FC	#F8766D	852
#00BFC4	FF	#00BFC4	853
#F8766D	FC	#F8766D	854
#F8766D	FC	#F8766D	855
#F8766D	FC	#F8766D	856
#F8766D	FC	#F8766D	857
#F8766D	FC	#F8766D	858
#00BFC4	FF	#00BFC4	859
#F8766D	FC	#F8766D	860
#F8766D	FC	#F8766D	861
#00BFC4	FF	#00BFC4	862
#F8766D	FC	#F8766D	863
#F8766D	FC	#F8766D	864
#F8766D	FC	#F8766D	865
#F8766D	FC	#F8766D	866
#F8766D	FC	#F8766D	867
#F8766D	FC	#F8766D	868
#F8766D	FC	#F8766D	869
#F8766D	FC	#F8766D	870
#F8766D	FC	#F8766D	871
#00BFC4	FF	#00BFC4	872
#00BFC4	FF	#00BFC4	873
#F8766D	FC	#F8766D	874
#F8766D	FC	#F8766D	875
#F8766D	FC	#F8766D	876
#F8766D	FC	#F8766D	877
#F8766D	FC	#F8766D	878
#F8766D	FC	#F8766D	879
#F8766D	FC	#F8766D	880
#F8766D	FC	#F8766D	881
#F8766D	FC	#F8766D	882
#F8766D	FC	#F8766D	883
#F8766D	FC	#F8766D	884
#00BFC4	FF	#00BFC4	885
#F8766D	FC	#F8766D	886
#F8766D	FC	#F8766D	887
#F8766D	FC	#F8766D	888
#F8766D	FC	#F8766D	889
#F8766D	FC	#F8766D	890
#F8766D	FC	#F8766D	891
#F8766D	FC	#F8766D	892
#F8766D	FC	#F8766D	893
#F8766D	FC	#F8766D	894
#F8766D	FC	#F8766D	895
#F8766D	FC	#F8766D	896
#F8766D	FC	#F8766D	897
#00BFC4	FF	#00BFC4	898
#F8766D	FC	#F8766D	899
#F8766D	FC	#F8766D	900
#F8766D	FC	#F8766D	901
#00BFC4	FF	#00BFC4	902
#F8766D	FC	#F8766D	903
#F8766D	FC	#F8766D	904
#F8766D	FC	#F8766D	905
#F8766D	FC	#F8766D	906
#F8766D	FC	#F8766D	907
#F8766D	FC	#F8766D	908
#F8766D	FC	#F8766D	909
#F8766D	FC	#F8766D	910
#00BFC4	FF	#00BFC4	911
#F8766D	FC	#F8766D	912
