x	y	showSelectedlegendcolour	group
0.42942727250247	0.260681341853696	FC	1
0.406212783194021	0.316895177128163	FC	2
0.429267453833377	0.282605689699929	FC	3
0.430492288589903	0.384119981114622	FC	4
0.419188482546711	0.361444103410971	FC	5
0.460950473738429	0.356236478563542	FC	6
0.331326270581539	0.388095446064626	FC	7
0.501418083002302	0.32944586957916	FC	8
0.418521671275387	0.301550192503465	FC	9
0.433229415325804	0.280639032068635	FC	10
0.46701322222592	0.293237110170447	FC	11
0.338975697029696	0.461273695858092	FC	12
0.532949034205657	0.369120118685588	FC	13
0.447857992246388	0.369441427212567	FC	14
0.346975969349162	0.37854332960528	FF	15
0.40468236050799	0.390219722611135	FC	16
0.331639635525303	0.386021840720879	FC	17
0.21139594560499	0.474095335893054	FF	18
0.290640510149054	0.458521016105055	FC	19
0.578452841753304	0.182206245906725	FC	20
0.478316284430023	0.318706496853613	FC	21
0.415835234106718	0.416349988135181	FC	22
0.425940488590787	0.462024597651197	FC	23
0.564456423076926	0.284735047079962	FC	24
0.516636498429575	0.342310305817812	FC	25
0.336739273559946	0.468220654144872	FF	26
0.495522169417415	0.32595229079779	FC	27
0.479584571613601	0.31020252923202	FF	28
0.544535382241182	0.330378187390407	FC	29
0.582567371400684	0.231549136781838	FC	30
0.361368361324382	0.347939783724004	FC	31
0.482860961160519	0.308221907453145	FC	32
0.431002852931649	0.440747005595979	FC	33
0.423970174886359	0.42768295965698	FC	34
0.423207533246312	0.323207332800156	FC	35
0.304614616622146	0.458100954555466	FC	36
0.368694802870262	0.452973887162239	FC	37
0.375384271140076	0.37730852878598	FC	38
0.587499145310596	0.31997854199484	FC	39
0.43076793148904	0.35293812293182	FF	40
0.458971900508146	0.351903940127852	FC	41
0.431278709901005	0.363862291797428	FC	42
0.451350968564248	0.377820628031559	FC	43
0.516755884293929	0.299342781913189	FF	44
0.549414365580868	0.206965622469368	FF	45
0.487007674191988	0.417135853240844	FC	46
0.410173170183571	0.360404523855114	FF	47
0.470705492108305	0.34923150379686	FC	48
0.495964540184047	0.251128913248397	FF	49
0.31565637398758	0.50570842372128	FC	50
0.300807042173382	0.445754638606186	FC	51
0.351607794188764	0.376888781268547	FC	52
0.455246847589761	0.453445471213497	FC	53
0.550054166757357	0.365267358990997	FC	54
0.373506226170059	0.421258620309134	FF	55
0.453332996393733	0.371294580707071	FC	56
0.382574556547603	0.393866312408632	FC	57
0.351448709253554	0.387500840839594	FC	58
0.353782833083146	0.451234237804526	FC	59
0.322975155659515	0.423644647093395	FC	60
0.314471865000684	0.448088736172852	FC	61
0.297020811913394	0.37127716833285	FC	62
0.226135852829086	0.495717671779469	FC	63
0.362904349717816	0.472798555324836	FC	64
0.42039111540381	0.339125925371116	FC	65
0.354308800429778	0.427469694182594	FC	66
0.360573053788651	0.386667433067035	FC	67
0.309053099186316	0.435610406486216	FC	68
0.32364972700344	0.436176449693155	FC	69
0.390598274058841	0.449527915380073	FC	70
0.351705601583714	0.424717708712385	FC	71
0.307471253199168	0.508928393658645	FC	72
0.411839229344289	0.341165730847163	FC	73
0.30142724517545	0.495010256700474	FC	74
0.264677789736764	0.45049528541524	FC	75
0.28340656151301	0.394594565864115	FC	76
0.311482543826169	0.518053731355575	FC	77
0.325144029194585	0.516913766170218	FC	78
0.304720301230009	0.444235125179355	FC	79
0.311241339883933	0.463501159744463	FF	80
0.287688053308515	0.37163064034823	FC	81
0.542861787183287	0.359795012386027	FC	82
0.517047777803399	0.36521420011003	FC	83
0.498958173668415	0.3562689560841	FC	84
0.476254875400487	0.480648955372613	FC	85
0.411011648331018	0.563301092947145	FC	86
0.391877879680575	0.563041607153005	FC	87
0.387394256314915	0.552269285858665	FC	88
0.3350088134703	0.496723515799936	FF	89
0.290525098547568	0.525020521590063	FC	90
0.341354971765982	0.566788741482285	FC	91
0.408423969630153	0.465824890861444	FC	92
0.383762413098591	0.463478842004755	FC	93
0.379624603233411	0.556222276052882	FC	94
0.428393371585958	0.471251331178817	FC	95
0.452592959176465	0.43937463915756	FC	96
0.492465298308219	0.496133363344117	FC	97
0.448954206761739	0.372301366824008	FC	98
0.469694861304387	0.409196388903071	FC	99
0.422037593331763	0.430968353797491	FC	100
0.512922543042677	0.399963791347736	FC	101
0.395125051094556	0.481797115247811	FC	102
0.52038512378525	0.373346874739889	FC	103
0.422649526702769	0.501714292154633	FC	104
0.438455069876619	0.44670584626867	FC	105
0.385020433414468	0.456180424560156	FF	106
0.401794820991291	0.53154562681808	FF	107
0.435948328098051	0.500074716280468	FC	108
0.451188321994729	0.422142701170659	FC	109
0.445143580237126	0.419536852487673	FF	110
0.309913782501942	0.559249663762474	FC	111
0.344343039542948	0.473745467234185	FC	112
0.424168235263744	0.469257431990367	FC	113
0.428307288421269	0.391073497711945	FF	114
0.447946072647715	0.469904030765303	FC	115
0.38072573981573	0.525599053353773	FC	116
0.423743020352803	0.504120529251067	FC	117
0.384690529208583	0.501234670429611	FC	118
0.393972608351435	0.498081131124175	FC	119
0.39146670734186	0.517286285052913	FC	120
0.506977193288107	0.408229645046015	FC	121
0.393988627949891	0.420709923257902	FC	122
0.372981236943146	0.413564357927145	FF	123
0.433875509107128	0.414203236832886	FC	124
0.398073536940982	0.342065728153932	FC	125
0.360028238943136	0.510200909848108	FC	126
0.347626241358366	0.481417881038495	FC	127
0.268673560218564	0.554344839727665	FC	128
0.414470071820414	0.468657590801933	FC	129
0.447727294780329	0.501999852288661	FC	130
