x	xend	y	yend	showSelected
0.478581627796287	0.954545454545455	0.450893981364896	0.450893981364896	0
0.478581627796287	0.478581627796287	0.450893981364896	0.954545454545455	0
0.478581627796287	0.478581627796287	0.450893981364896	0.450893981364896	0
0.478581627796287	0.478581627796287	0.450893981364896	0.450893981364896	0
0.478581627796287	0.954069490718706	0.450893981364896	0.450893981364896	0.0666666666666667
0.478581627796287	0.478581627796287	0.450893981364896	0.954041803072274	0.0666666666666667
0.478581627796287	0.471918134221799	0.450893981364896	0.429236968018131	0.0666666666666667
0.478581627796287	0.464778676820562	0.450893981364896	0.466507177033493	0.0666666666666667
0.478581627796287	0.953593526891956	0.450893981364896	0.451397632838076	0.133333333333333
0.478581627796287	0.479057591623037	0.450893981364896	0.951523545706371	0.133333333333333
0.478581627796287	0.464778676820562	0.450893981364896	0.407579954671367	0.133333333333333
0.478581627796287	0.450975725844836	0.450893981364896	0.48212037270209	0.133333333333333
0.478581627796287	0.952165635411709	0.450893981364896	0.451397632838076	0.2
0.478581627796287	0.479057591623037	0.450893981364896	0.947997985394107	0.2
0.478581627796287	0.458115183246073	0.450893981364896	0.386426592797784	0.2
0.478581627796287	0.43717277486911	0.450893981364896	0.497733568370687	0.2
0.478581627796287	0.950737743931461	0.450893981364896	0.451901284311257	0.266666666666667
0.478581627796287	0.479533555449786	0.450893981364896	0.943465122135482	0.266666666666667
0.478581627796287	0.450975725844836	0.450893981364896	0.3652732309242	0.266666666666667
0.478581627796287	0.423845787720133	0.450893981364896	0.513346764039285	0.266666666666667
0.478581627796287	0.948357924797715	0.450893981364896	0.452908587257618	0.333333333333333
0.478581627796287	0.480485483103284	0.450893981364896	0.936917652984135	0.333333333333333
0.478581627796287	0.444312232270347	0.450893981364896	0.344119869050617	0.333333333333333
0.478581627796287	0.410042836744407	0.450893981364896	0.528456308234702	0.333333333333333
0.478581627796287	0.94550214183722	0.450893981364896	0.453412238730798	0.4
0.478581627796287	0.480961446930033	0.450893981364896	0.929362880886427	0.4
0.478581627796287	0.437648738695859	0.450893981364896	0.323470158650214	0.4
0.478581627796287	0.396715849595431	0.450893981364896	0.543565852430118	0.4
0.478581627796287	0.942646358876725	0.450893981364896	0.454419541677159	0.466666666666667
0.478581627796287	0.481913374583532	0.450893981364896	0.920297154369177	0.466666666666667
0.478581627796287	0.430509281294622	0.450893981364896	0.302820448249811	0.466666666666667
0.478581627796287	0.383388862446454	0.450893981364896	0.558171745152355	0.466666666666667
0.478581627796287	0.938838648262732	0.450893981364896	0.455426844623521	0.533333333333333
0.478581627796287	0.48286530223703	0.450893981364896	0.909720473432385	0.533333333333333
0.478581627796287	0.423845787720133	0.450893981364896	0.283178040795769	0.533333333333333
0.478581627796287	0.370061875297477	0.450893981364896	0.572777637874591	0.533333333333333
0.478581627796287	0.93455497382199	0.450893981364896	0.456434147569882	0.6
0.478581627796287	0.483817229890528	0.450893981364896	0.898136489549232	0.6
0.478581627796287	0.417182294145645	0.450893981364896	0.263535633341728	0.6
0.478581627796287	0.356734888148501	0.450893981364896	0.586376227650466	0.6
0.478581627796287	0.929795335554498	0.450893981364896	0.457945101989423	0.666666666666667
0.478581627796287	0.485245121370776	0.450893981364896	0.885041551246537	0.666666666666667
0.478581627796287	0.410518800571157	0.450893981364896	0.244396877360866	0.666666666666667
0.478581627796287	0.343883864826273	0.450893981364896	0.599974817426341	0.666666666666667
0.478581627796287	0.925035697287006	0.450893981364896	0.459456056408965	0.733333333333333
0.478581627796287	0.486673012851023	0.450893981364896	0.870939309997482	0.733333333333333
0.478581627796287	0.403379343169919	0.450893981364896	0.225761772853186	0.733333333333333
0.478581627796287	0.331032841504046	0.450893981364896	0.613069755729036	0.733333333333333
0.478581627796287	0.919324131366016	0.450893981364896	0.460967010828507	0.8
0.478581627796287	0.488100904331271	0.450893981364896	0.855829765802065	0.8
0.478581627796287	0.396715849595431	0.450893981364896	0.208133971291866	0.8
0.478581627796287	0.318657782008567	0.450893981364896	0.62616469403173	0.8
0.478581627796287	0.913136601618277	0.450893981364896	0.462477965248048	0.866666666666667
0.478581627796287	0.489528795811518	0.450893981364896	0.839209267187107	0.866666666666667
0.478581627796287	0.390052356020942	0.450893981364896	0.191009821203727	0.866666666666667
0.478581627796287	0.306282722513089	0.450893981364896	0.638252329388064	0.866666666666667
0.478581627796287	0.906949071870538	0.450893981364896	0.46398891966759	0.933333333333333
0.478581627796287	0.490956687291766	0.450893981364896	0.822085117098967	0.933333333333333
0.478581627796287	0.383388862446454	0.450893981364896	0.174389322588769	0.933333333333333
0.478581627796287	0.293907663017611	0.450893981364896	0.649332661798036	0.933333333333333
0.478581627796287	0.8998096144693	0.450893981364896	0.466003525560312	1
0.478581627796287	0.492860542598763	0.450893981364896	0.803450012591287	1
0.478581627796287	0.376725368871966	0.450893981364896	0.158776126920171	1
0.478581627796287	0.282484531175631	0.450893981364896	0.660412994208008	1
0.478581627796287	0.892194193241314	0.450893981364896	0.468018131453035	1.06666666666667
0.478581627796287	0.494764397905759	0.450893981364896	0.783807605137245	1.06666666666667
0.478581627796287	0.370061875297477	0.450893981364896	0.143666582724755	1.06666666666667
0.478581627796287	0.270585435506902	0.450893981364896	0.670486023671619	1.06666666666667
0.478581627796287	0.884578772013327	0.450893981364896	0.470032737345757	1.13333333333333
0.478581627796287	0.496668253212756	0.450893981364896	0.763157894736842	1.13333333333333
