x	y	showSelectedlegendcolour	group
0.45570278414292	0.362097743070381	FC	1
0.455950057708777	0.336862776438128	FC	2
0.48729714135009	0.362748345937606	FC	3
0.421337777226693	0.360579201855999	FC	4
0.414873870166726	0.433737082418361	FC	5
0.478262128703613	0.395100577424457	FC	6
0.363815830605831	0.338665576276624	FC	7
0.516625587113726	0.43956948614505	FC	8
0.469334342512442	0.350533123760571	FC	9
0.467109669987857	0.366275079882306	FC	10
0.484194762214777	0.40247167489426	FC	11
0.398283325071518	0.347070554141898	FC	12
0.440404615887765	0.469866608243068	FC	13
0.425288998362488	0.379271819926024	FC	14
0.588486221778727	0.27795724440936	FF	15
0.422780365980913	0.333234592688914	FC	16
0.472278790628892	0.257658061530365	FC	17
0.52363952597345	0.216155950939133	FF	18
0.332498382268523	0.293687084829128	FC	19
0.581964352942999	0.354954989925445	FC	20
0.381280006444886	0.410612334107239	FC	21
0.445957769277772	0.345522282197208	FC	22
0.461445918513273	0.356205156053712	FC	23
0.476956236682271	0.420399916808208	FC	24
0.454884245564009	0.453413538046355	FC	25
0.539068738659723	0.349437000667005	FF	26
0.41682558478785	0.429955555044489	FC	27
0.785513374304058	0.340811193781984	FF	28
0.494585872360936	0.484446527788031	FC	29
0.502550288752243	0.526155191106567	FC	30
0.385453814979369	0.371685436980448	FC	31
0.50437822016037	0.419759472060301	FC	32
0.462754451596084	0.361862159022812	FC	33
0.415857204473597	0.4380434832471	FC	34
0.436268634517004	0.354104183884941	FC	35
0.349587487912084	0.309069148730344	FC	36
0.362846514571381	0.377416443881074	FC	37
0.4398191011197	0.302957570141176	FC	38
0.478374807386886	0.529495423027232	FC	39
0.576280761861886	0.366543313056799	FF	40
0.511980314849625	0.39421131730913	FC	41
0.415830749442232	0.361464547449128	FC	42
0.456941752907712	0.383952447020722	FC	43
0.559818409905339	0.457641706038993	FF	44
0.640261354671382	0.410990320091479	FF	45
0.513628501615774	0.423168256790028	FC	46
0.609710538099289	0.34579733475512	FF	47
0.440212661963519	0.489283190811695	FC	48
0.578834544002855	0.436857694001774	FF	49
0.334409793690895	0.319671199271901	FC	50
0.372391628930914	0.220891160026843	FC	51
0.412761684968782	0.276868091371691	FC	52
0.510986250197767	0.38902470762735	FC	53
0.495585594393152	0.489907136149145	FC	54
0.509882606883365	0.387917784114319	FF	55
0.44255373265519	0.385636022447904	FC	56
0.418757936563381	0.309651145810055	FC	57
0.407848737996841	0.27640521274639	FC	58
0.34850451734821	0.361161304892615	FC	59
0.347421212725553	0.328841129079551	FC	60
0.364773979660315	0.320142433880887	FC	61
0.429716837517129	0.219731501372002	FC	62
0.318307265077084	0.224476607175104	FC	63
0.391593356407397	0.372034280912974	FC	64
