x	y	showSelectedlegendcolour	group
0.553921312855779	0.44111714848532	FC	1
0.516846188576763	0.397727139266258	FC	2
0.558579663543899	0.416858187798369	FC	3
0.470058177169204	0.423220735884393	FC	4
0.475348909810517	0.47851756182726	FC	5
0.523932238324098	0.434627899381586	FC	6
0.407818656362932	0.40004549213653	FC	7
0.570570236185304	0.467084506480737	FC	8
0.535789534755418	0.408870190429262	FC	9
0.550307147691494	0.43297499239893	FC	10
0.562680715219518	0.457522740337079	FC	11
0.388825093724462	0.367189795450986	FC	12
0.519068471667613	0.531997073639176	FC	13
0.485255265614021	0.444993677308172	FC	14
0.534936938501171	0.239760067066131	FF	15
0.459723036167403	0.391677406308576	FC	16
0.465678657804619	0.28408086119903	FC	17
0.408694451252377	0.151711347803125	FF	18
0.341364883922198	0.35006310856512	FC	19
0.707183494382879	0.447827690335577	FC	20
0.498760624614552	0.51882155609049	FC	21
0.461158677332426	0.383401648722983	FC	22
0.447775494828134	0.372165422620436	FC	23
0.593056667169376	0.515704684889218	FC	24
0.536073552301307	0.514041700053374	FC	25
0.457837202215064	0.285284482064096	FF	26
0.518616063747489	0.516335536827318	FC	27
0.714603354049291	0.243574015184072	FF	28
0.571628340364273	0.527133961695026	FC	29
0.640347970814574	0.595696209124375	FC	30
0.449753181082043	0.434126213602401	FC	31
0.56995935396426	0.459569243454198	FC	32
0.461412582503494	0.383652412202236	FC	33
0.441750764120393	0.462963955839444	FC	34
0.508338508275897	0.42560225414595	FC	35
0.354732328557885	0.356447548785589	FC	36
0.383796939015407	0.42244021316308	FC	37
0.466670715698812	0.353516339586903	FC	38
0.581762795508824	0.587296461190438	FC	39
0.56768212430248	0.348077707209784	FF	40
0.543242841520768	0.415240593918292	FC	41
0.478299125328044	0.433350814097877	FC	42
0.498321135621745	0.428953608128002	FC	43
0.613897826618383	0.469793523641938	FF	44
0.715413738747208	0.433157034681478	FF	45
0.517571242390561	0.425648513315751	FC	46
0.574873065142193	0.304393417287594	FF	47
0.510713655878998	0.526002980068276	FC	48
0.643403017492732	0.450917664169659	FF	49
0.324603064596808	0.362495258950405	FC	50
0.372189149253999	0.286042773492752	FC	51
0.445588418117947	0.341894033594688	FC	52
0.487087184487703	0.380401780681082	FC	53
0.555091041624581	0.52203381512141	FC	54
0.478956889284786	0.356875390151281	FF	55
0.49492121107512	0.441074011256295	FC	56
0.448975515693613	0.368029587038824	FC	57
0.43728142367433	0.341149978554786	FC	58
0.372737563945616	0.414162740666274	FC	59
0.377657460813565	0.388771242262038	FC	60
0.371010628120668	0.362219132677643	FC	61
0.440918695777612	0.273241321895162	FC	62
0.294470069992279	0.274247995532208	FC	63
0.386393028448856	0.394089961153104	FC	64
0.526755395346166	0.388284250013863	FC	65
0.433029994557633	0.314866786880009	FC	66
0.439444209804989	0.35271610634469	FC	67
0.384346141168065	0.351281612858804	FC	68
0.367298848978041	0.389709882578882	FC	69
0.438371399509844	0.399494646620569	FC	70
0.409687964725471	0.395422197604411	FC	71
0.334570220791145	0.337431259445813	FC	72
0.515963116313126	0.385570427277233	FC	73
0.349444446882471	0.325231718109415	FC	74
0.398735451849631	0.202037181574146	FC	75
0.416489329069213	0.259040509576733	FC	76
0.317477806147146	0.353224682845658	FC	77
0.331614607304799	0.358978112307348	FC	78
0.400139889215813	0.263577149655952	FC	79
0.419329347668671	0.293277972885133	FF	80
0.439268813994931	0.261254520266072	FC	81
0.571313574870626	0.499396566013464	FC	82
0.517664398196156	0.514025948410723	FC	83
0.521645820378455	0.491637747870816	FC	84
0.503328458456355	0.36977360533152	FC	85
0.393708784744087	0.376585768933638	FC	86
0.398782061907117	0.343970197541776	FC	87
0.380933481606837	0.365707517981324	FC	88
0.407117621190296	0.311310081891325	FF	89
0.347223347432154	0.285717857718355	FC	90
0.384110704781235	0.28352062570638	FC	91
0.470530781130679	0.319723717495728	FC	92
0.458847332974159	0.298618095691459	FC	93
0.37543681721433	0.35687577014613	FC	94
0.43365255239387	0.439835817958564	FC	95
0.458127041556244	0.476671476597224	FC	96
0.488052496755803	0.395642643653753	FC	97
0.504219535623478	0.424115858977361	FC	98
0.469096231649832	0.458706003641381	FC	99
0.467556790816452	0.372830339452233	FC	100
0.514684586086637	0.480917085458211	FC	101
0.402613378586706	0.415482655297356	FC	102
0.538333952410307	0.48997492185565	FC	103
0.398552719253946	0.441943992729923	FC	104
0.437329912877033	0.414510955604677	FC	105
0.514994621209012	0.247702524418499	FF	106
0.453972498628438	0.327617693228113	FF	107
0.435244120856893	0.423874886986498	FC	108
0.514472164682448	0.373055740137976	FC	109
0.542311735905511	0.337341293154528	FF	110
