x	xend	tooltip	PANEL	group
0.0454545454545455	0.0455070583980472	( 0 ,  0 )	1	1
0.0454545454545455	0.0454545538653471	( 0 ,  0 )	1	2
0.0454545454545454	0.0462308618368141	( 0 ,  0 )	2	3
0.0454545454545454	0.0454547605845192	( 0 ,  0 )	2	4
0.0454545454545455	0.0454589267574902	( 0 ,  0 )	3	5
0.0454545454545455	0.0454562998616021	( 0 ,  0 )	3	6
0.0454545454545454	0.0454813453807747	( 0 ,  0 )	4	7
0.0454545454545454	0.0454545480690488	( 0 ,  0 )	4	8
0.0454545454545455	0.0454900979239977	( 0 ,  0 )	5	9
0.0454545454545455	0.0454571714892518	( 0 ,  0 )	5	10
0.0454545454545455	0.045473708089335	( 0 ,  0 )	6	11
0.0454545454545455	0.0454589389818431	( 0 ,  0 )	6	12
0.0454545454545455	0.0459892669051889	( 0 ,  0 )	7	13
0.0454545454545455	0.0454549336403733	( 0 ,  0 )	7	14
0.0454545454545455	0.0462164205677096	( 0 ,  0 )	8	15
0.0454545454545455	0.0455152916139864	( 0 ,  0 )	8	16
0.0454545454545455	0.0454891625499165	( 0 ,  0 )	9	17
0.0454545454545455	0.0454551382136937	( 0 ,  0 )	9	18
0.0454545454545454	0.0458819580397046	( 0 ,  0 )	10	19
0.0454545454545454	0.0454720822656479	( 0 ,  0 )	10	20
0.0454545454545455	0.045488314818973	( 0 ,  0 )	11	21
0.0454545454545455	0.0455196754191495	( 0 ,  0 )	11	22
0.0454545454545455	0.0454819504716473	( 0 ,  0 )	12	23
0.0454545454545455	0.0455007831751666	( 0 ,  0 )	12	24
0.0454545454545455	0.0512072135467219	( 0 ,  0.01 )	13	25
0.0454545454545455	0.0454651117914291	( 0 ,  0 )	13	26
0.0454545454545455	0.0457279753638901	( 0 ,  0 )	14	27
0.0454545454545455	0.0454603827816967	( 0 ,  0 )	14	28
0.0454545454545455	0.0456839914216471	( 0 ,  0 )	15	29
0.0454545454545455	0.0454741673466038	( 0 ,  0 )	15	30
0.0454545454545455	0.0454770304027537	( 0 ,  0 )	16	31
0.0454545454545455	0.0454627892719926	( 0 ,  0 )	16	32
0.0454545454545455	0.0456486045857357	( 0 ,  0 )	17	33
0.0454545454545455	0.0455009086892715	( 0 ,  0 )	17	34
0.0454545454545455	0.0458132688149823	( 0 ,  0 )	18	35
0.0454545454545455	0.0454654822105889	( 0 ,  0 )	18	36
0.0454545454545455	0.045794950332381	( 0 ,  0 )	19	37
0.0454545454545455	0.0455982452255082	( 0 ,  0 )	19	38
0.0454545454545455	0.0480505018724184	( 0 ,  0 )	20	39
0.0454545454545455	0.0454755073706518	( 0 ,  0 )	20	40
0.0454545454545455	0.0465940287042364	( 0 ,  0 )	21	41
0.0454545454545455	0.045525163924752	( 0 ,  0 )	21	42
0.0454545454545455	0.0457083253580019	( 0 ,  0 )	22	43
0.0454545454545455	0.0454652060063732	( 0 ,  0 )	22	44
0.0454545454545455	0.0475473377378143	( 0 ,  0 )	23	45
0.0454545454545455	0.0454637536428467	( 0 ,  0 )	23	46
0.0454545454545455	0.0457609037323327	( 0 ,  0 )	24	47
0.0454545454545455	0.0455116828571798	( 0 ,  0 )	24	48
