x	xend	tooltip	PANEL	group
0.0839441280090057	0.10060990451728	( 0.04 ,  0.06 )	1	1
0.0488018475850022	0.053582542787901	( 0 ,  0.01 )	1	2
0.0579863689771665	0.0722049369632003	( 0.01 ,  0.03 )	2	3
0.0462027019577636	0.0498918866678443	( 0 ,  0 )	2	4
0.0550203133101779	0.0691696644605861	( 0.01 ,  0.03 )	3	5
0.0465687423765514	0.0511163501661687	( 0 ,  0.01 )	3	6
0.0479803045990257	0.0579845405571923	( 0 ,  0.01 )	4	7
0.0457978590463295	0.0534224160636433	( 0 ,  0.01 )	4	8
0.0564557816039207	0.0892905366661799	( 0.01 ,  0.05 )	5	9
0.0454545454545455	0.0490137725085412	( 0 ,  0 )	5	10
0.0457846552568064	0.0666032223768617	( 0 ,  0.02 )	6	11
0.0454545454545455	0.0498100681998827	( 0 ,  0 )	6	12
0.0905636687846509	0.118469771519156	( 0.05 ,  0.08 )	7	13
0.0483060632047307	0.0569632889012515	( 0 ,  0.01 )	7	14
0.0534844847919097	0.0717879340304149	( 0.01 ,  0.03 )	8	15
0.0466747407479488	0.059359321755275	( 0 ,  0.02 )	8	16
0.0649820222337854	0.0864228509889322	( 0.02 ,  0.04 )	9	17
0.0463270624746973	0.0524979407242083	( 0 ,  0.01 )	9	18
0.0482565866256244	0.0603540275209188	( 0 ,  0.02 )	10	19
0.0454545454545454	0.0489063419645014	( 0 ,  0 )	10	20
0.0599478102397082	0.0897236879625239	( 0.02 ,  0.05 )	11	21
0.0456720813097069	0.0541459839938678	( 0 ,  0.01 )	11	22
0.046593821088898	0.0614363456682038	( 0 ,  0.02 )	12	23
0.0454545454545455	0.0508629162369816	( 0 ,  0.01 )	12	24
0.096455616378187	0.155405041183422	( 0.06 ,  0.12 )	13	25
0.0462439026941843	0.0579652753948892	( 0 ,  0.01 )	13	26
0.0526213599405938	0.114230026039133	( 0.01 ,  0.08 )	14	27
0.0454545454545455	0.050054279068854	( 0 ,  0.01 )	14	28
0.0793566237108982	0.122780893478396	( 0.04 ,  0.09 )	15	29
0.0475526809922259	0.0616337685561424	( 0 ,  0.02 )	15	30
0.0476143203741281	0.0722898381686968	( 0 ,  0.03 )	16	31
0.0454545454545455	0.0585156738660626	( 0 ,  0.01 )	16	32
0.0589858936539016	0.0927889967045743	( 0.01 ,  0.05 )	17	33
0.0470310056081525	0.0613596918482639	( 0 ,  0.02 )	17	34
0.0500135078090557	0.0748752072922586	( 0.01 ,  0.03 )	18	35
0.0454545454545455	0.0591795184650638	( 0 ,  0.02 )	18	36
0.0905311697353507	0.198730418979739	( 0.05 ,  0.17 )	19	37
0.0454545454545455	0.0780704886153595	( 0 ,  0.04 )	19	38
0.0454545454545455	0.0852724196811805	( 0 ,  0.04 )	20	39
0.0454545454545455	0.0788876709958221	( 0 ,  0.04 )	20	40
0.0593681444046727	0.107321360967584	( 0.02 ,  0.07 )	21	41
0.0455187291837934	0.068837001915882	( 0 ,  0.03 )	21	42
0.0454545454545455	0.0882368163469154	( 0 ,  0.05 )	22	43
0.0454545454545455	0.0524553239429274	( 0 ,  0.01 )	22	44
0.0507572727779747	0.0902975343353493	( 0.01 ,  0.05 )	23	45
0.0454545454545455	0.0574973639822313	( 0 ,  0.01 )	23	46
0.0454545454545455	0.0680468571326402	( 0 ,  0.02 )	24	47
0.0454545454545455	0.0666998666205788	( 0 ,  0.02 )	24	48
