x	y	showSelected	label	PANEL
0.095959595959596	0.306818181818182	px=-2; pz=1.7	0	2
0.095959595959596	0.420454545454545	px=-2; pz=2.2	0	2
0.095959595959596	0.534090909090909	px=-2; pz=2.7	0	2
0.095959595959596	0.647727272727273	px=-2; pz=3.2	0	2
0.095959595959596	0.761363636363636	px=-2; pz=3.7	0	2
0.095959595959596	0.875	px=-2; pz=4.2	0	2
0.196969696969697	0.0795454545454545	px=-1.5; pz=0.7	0	2
0.196969696969697	0.193181818181818	px=-1.5; pz=1.2	0.1	2
0.196969696969697	0.306818181818182	px=-1.5; pz=1.7	0.4	2
0.196969696969697	0.420454545454545	px=-1.5; pz=2.2	0.2	2
0.196969696969697	0.534090909090909	px=-1.5; pz=2.7	0.1	2
0.196969696969697	0.647727272727273	px=-1.5; pz=3.2	0.1	2
0.196969696969697	0.761363636363636	px=-1.5; pz=3.7	0	2
0.196969696969697	0.875	px=-1.5; pz=4.2	0	2
0.297979797979798	0.0795454545454545	px=-1; pz=0.7	0	2
0.297979797979798	0.193181818181818	px=-1; pz=1.2	1.1	2
0.297979797979798	0.306818181818182	px=-1; pz=1.7	2.4	2
0.297979797979798	0.420454545454545	px=-1; pz=2.2	1	2
0.297979797979798	0.534090909090909	px=-1; pz=2.7	1	2
0.297979797979798	0.647727272727273	px=-1; pz=3.2	0.8	2
0.297979797979798	0.761363636363636	px=-1; pz=3.7	0.4	2
0.297979797979798	0.875	px=-1; pz=4.2	0	2
0.398989898989899	0.0795454545454545	px=-0.5; pz=0.7	0	2
0.398989898989899	0.193181818181818	px=-0.5; pz=1.2	2.3	2
0.398989898989899	0.306818181818182	px=-0.5; pz=1.7	2.6	2
0.398989898989899	0.420454545454545	px=-0.5; pz=2.2	1	2
0.398989898989899	0.534090909090909	px=-0.5; pz=2.7	1	2
0.398989898989899	0.647727272727273	px=-0.5; pz=3.2	1	2
0.398989898989899	0.761363636363636	px=-0.5; pz=3.7	1	2
0.398989898989899	0.875	px=-0.5; pz=4.2	0.2	2
0.5	0.0795454545454545	px=0; pz=0.7	0	2
0.5	0.193181818181818	px=0; pz=1.2	2.7	2
0.5	0.306818181818182	px=0; pz=1.7	2.2	2
0.5	0.420454545454545	px=0; pz=2.2	1	2
0.5	0.534090909090909	px=0; pz=2.7	1	2
0.5	0.647727272727273	px=0; pz=3.2	1	2
0.5	0.761363636363636	px=0; pz=3.7	1	2
0.5	0.875	px=0; pz=4.2	0.2	2
0.601010101010101	0.0795454545454545	px=0.5; pz=0.7	0	2
0.601010101010101	0.193181818181818	px=0.5; pz=1.2	2.5	2
0.601010101010101	0.306818181818182	px=0.5; pz=1.7	1.9	2
0.601010101010101	0.420454545454545	px=0.5; pz=2.2	1	2
0.601010101010101	0.534090909090909	px=0.5; pz=2.7	1	2
0.601010101010101	0.647727272727273	px=0.5; pz=3.2	1	2
0.601010101010101	0.761363636363636	px=0.5; pz=3.7	0.7	2
0.601010101010101	0.875	px=0.5; pz=4.2	0	2
0.702020202020202	0.0795454545454545	px=1; pz=0.7	0	2
0.702020202020202	0.193181818181818	px=1; pz=1.2	0.6	2
0.702020202020202	0.306818181818182	px=1; pz=1.7	1.6	2
0.702020202020202	0.420454545454545	px=1; pz=2.2	0.7	2
0.702020202020202	0.534090909090909	px=1; pz=2.7	0.6	2
0.702020202020202	0.647727272727273	px=1; pz=3.2	0.5	2
0.702020202020202	0.761363636363636	px=1; pz=3.7	0.1	2
0.702020202020202	0.875	px=1; pz=4.2	0	2
0.803030303030303	0.0795454545454545	px=1.5; pz=0.7	0	2
0.803030303030303	0.193181818181818	px=1.5; pz=1.2	0	2
0.803030303030303	0.306818181818182	px=1.5; pz=1.7	0.1	2
0.803030303030303	0.420454545454545	px=1.5; pz=2.2	0.1	2
0.803030303030303	0.534090909090909	px=1.5; pz=2.7	0.1	2
0.803030303030303	0.647727272727273	px=1.5; pz=3.2	0	2
0.803030303030303	0.761363636363636	px=1.5; pz=3.7	0	2
0.803030303030303	0.875	px=1.5; pz=4.2	0	2
0.904040404040404	0.0795454545454545	px=2; pz=0.7	0	2
0.904040404040404	0.193181818181818	px=2; pz=1.2	0	2
0.904040404040404	0.306818181818182	px=2; pz=1.7	0	2
0.904040404040404	0.420454545454545	px=2; pz=2.2	0	2
0.904040404040404	0.534090909090909	px=2; pz=2.7	0	2
0.904040404040404	0.647727272727273	px=2; pz=3.2	0	2
0.904040404040404	0.761363636363636	px=2; pz=3.7	0	2
0.904040404040404	0.875	px=2; pz=4.2	0	2
0.095959595959596	0.0795454545454545	px=-2; pz=0.7	0	3
0.095959595959596	0.193181818181818	px=-2; pz=1.2	0.3	3
0.095959595959596	0.306818181818182	px=-2; pz=1.7	1	3
0.095959595959596	0.420454545454545	px=-2; pz=2.2	1.5	3
0.095959595959596	0.534090909090909	px=-2; pz=2.7	6.1	3
0.095959595959596	0.647727272727273	px=-2; pz=3.2	42.2	3
0.095959595959596	0.761363636363636	px=-2; pz=3.7	109.2	3
0.095959595959596	0.875	px=-2; pz=4.2	146.2	3
0.196969696969697	0.0795454545454545	px=-1.5; pz=0.7	0	3
0.196969696969697	0.193181818181818	px=-1.5; pz=1.2	0.3	3
0.196969696969697	0.306818181818182	px=-1.5; pz=1.7	0.6	3
0.196969696969697	0.420454545454545	px=-1.5; pz=2.2	0.2	3
0.196969696969697	0.534090909090909	px=-1.5; pz=2.7	0.2	3
0.196969696969697	0.647727272727273	px=-1.5; pz=3.2	0.7	3
0.196969696969697	0.761363636363636	px=-1.5; pz=3.7	1.1	3
0.196969696969697	0.875	px=-1.5; pz=4.2	1.6	3
0.297979797979798	0.0795454545454545	px=-1; pz=0.7	0	3
0.297979797979798	0.193181818181818	px=-1; pz=1.2	1.5	3
0.297979797979798	0.306818181818182	px=-1; pz=1.7	2.4	3
0.297979797979798	0.420454545454545	px=-1; pz=2.2	0.9	3
0.297979797979798	0.534090909090909	px=-1; pz=2.7	0.8	3
0.297979797979798	0.647727272727273	px=-1; pz=3.2	0.5	3
0.297979797979798	0.761363636363636	px=-1; pz=3.7	0.3	3
0.297979797979798	0.875	px=-1; pz=4.2	0.3	3
0.398989898989899	0.0795454545454545	px=-0.5; pz=0.7	0	3
0.398989898989899	0.193181818181818	px=-0.5; pz=1.2	4.2	3
0.398989898989899	0.306818181818182	px=-0.5; pz=1.7	2.5	3
0.398989898989899	0.420454545454545	px=-0.5; pz=2.2	1	3
0.398989898989899	0.534090909090909	px=-0.5; pz=2.7	1	3
0.398989898989899	0.647727272727273	px=-0.5; pz=3.2	1	3
0.398989898989899	0.761363636363636	px=-0.5; pz=3.7	0.5	3
0.398989898989899	0.875	px=-0.5; pz=4.2	0.4	3
0.5	0.0795454545454545	px=0; pz=0.7	0.1	3
0.5	0.193181818181818	px=0; pz=1.2	6.9	3
0.5	0.306818181818182	px=0; pz=1.7	3.4	3
0.5	0.420454545454545	px=0; pz=2.2	1.1	3
0.5	0.534090909090909	px=0; pz=2.7	1	3
0.5	0.647727272727273	px=0; pz=3.2	1	3
0.5	0.761363636363636	px=0; pz=3.7	1	3
0.5	0.875	px=0; pz=4.2	0.6	3
0.601010101010101	0.0795454545454545	px=0.5; pz=0.7	0.1	3
0.601010101010101	0.193181818181818	px=0.5; pz=1.2	9.9	3
0.601010101010101	0.306818181818182	px=0.5; pz=1.7	3.3	3
0.601010101010101	0.420454545454545	px=0.5; pz=2.2	1.1	3
0.601010101010101	0.534090909090909	px=0.5; pz=2.7	1	3
0.601010101010101	0.647727272727273	px=0.5; pz=3.2	1	3
0.601010101010101	0.761363636363636	px=0.5; pz=3.7	1	3
0.601010101010101	0.875	px=0.5; pz=4.2	0.3	3
0.702020202020202	0.0795454545454545	px=1; pz=0.7	0.1	3
0.702020202020202	0.193181818181818	px=1; pz=1.2	2.3	3
0.702020202020202	0.306818181818182	px=1; pz=1.7	1.4	3
0.702020202020202	0.420454545454545	px=1; pz=2.2	0.4	3
0.702020202020202	0.534090909090909	px=1; pz=2.7	0.4	3
0.702020202020202	0.647727272727273	px=1; pz=3.2	0.6	3
0.702020202020202	0.761363636363636	px=1; pz=3.7	0.5	3
0.702020202020202	0.875	px=1; pz=4.2	0.1	3
0.803030303030303	0.0795454545454545	px=1.5; pz=0.7	0	3
0.803030303030303	0.193181818181818	px=1.5; pz=1.2	0.1	3
0.803030303030303	0.306818181818182	px=1.5; pz=1.7	0.4	3
0.803030303030303	0.420454545454545	px=1.5; pz=2.2	0.5	3
0.803030303030303	0.534090909090909	px=1.5; pz=2.7	0.6	3
0.803030303030303	0.647727272727273	px=1.5; pz=3.2	0.5	3
0.803030303030303	0.761363636363636	px=1.5; pz=3.7	0.2	3
0.803030303030303	0.875	px=1.5; pz=4.2	0	3
0.904040404040404	0.0795454545454545	px=2; pz=0.7	0	3
0.904040404040404	0.193181818181818	px=2; pz=1.2	0	3
0.904040404040404	0.306818181818182	px=2; pz=1.7	0.1	3
0.904040404040404	0.420454545454545	px=2; pz=2.2	0.4	3
0.904040404040404	0.534090909090909	px=2; pz=2.7	0.7	3
0.904040404040404	0.647727272727273	px=2; pz=3.2	0.3	3
0.904040404040404	0.761363636363636	px=2; pz=3.7	0	3
0.904040404040404	0.875	px=2; pz=4.2	0	3
0.095959595959596	0.0795454545454545	px=-2; pz=0.7	0	4
0.095959595959596	0.193181818181818	px=-2; pz=1.2	0	4
0.095959595959596	0.306818181818182	px=-2; pz=1.7	0	4
0.095959595959596	0.420454545454545	px=-2; pz=2.2	0.2	4
0.095959595959596	0.534090909090909	px=-2; pz=2.7	0.6	4
0.095959595959596	0.647727272727273	px=-2; pz=3.2	0.5	4
0.095959595959596	0.761363636363636	px=-2; pz=3.7	0.2	4
0.095959595959596	0.875	px=-2; pz=4.2	0.1	4
0.196969696969697	0.0795454545454545	px=-1.5; pz=0.7	0	4
0.196969696969697	0.193181818181818	px=-1.5; pz=1.2	0	4
0.196969696969697	0.306818181818182	px=-1.5; pz=1.7	0.3	4
0.196969696969697	0.420454545454545	px=-1.5; pz=2.2	0.3	4
0.196969696969697	0.534090909090909	px=-1.5; pz=2.7	0.6	4
0.196969696969697	0.647727272727273	px=-1.5; pz=3.2	0.5	4
0.196969696969697	0.761363636363636	px=-1.5; pz=3.7	0.4	4
0.196969696969697	0.875	px=-1.5; pz=4.2	0.3	4
0.297979797979798	0.0795454545454545	px=-1; pz=0.7	0	4
0.297979797979798	0.193181818181818	px=-1; pz=1.2	1	4
0.297979797979798	0.306818181818182	px=-1; pz=1.7	2.6	4
0.297979797979798	0.420454545454545	px=-1; pz=2.2	0.8	4
0.297979797979798	0.534090909090909	px=-1; pz=2.7	0.8	4
0.297979797979798	0.647727272727273	px=-1; pz=3.2	0.8	4
0.297979797979798	0.761363636363636	px=-1; pz=3.7	0.9	4
0.297979797979798	0.875	px=-1; pz=4.2	0.7	4
0.398989898989899	0.0795454545454545	px=-0.5; pz=0.7	0	4
0.398989898989899	0.193181818181818	px=-0.5; pz=1.2	5.6	4
0.398989898989899	0.306818181818182	px=-0.5; pz=1.7	3.6	4
0.398989898989899	0.420454545454545	px=-0.5; pz=2.2	1.1	4
0.398989898989899	0.534090909090909	px=-0.5; pz=2.7	1	4
0.398989898989899	0.647727272727273	px=-0.5; pz=3.2	1	4
0.398989898989899	0.761363636363636	px=-0.5; pz=3.7	1.2	4
0.398989898989899	0.875	px=-0.5; pz=4.2	0.7	4
0.5	0.0795454545454545	px=0; pz=0.7	0	4
0.5	0.193181818181818	px=0; pz=1.2	4.5	4
0.5	0.306818181818182	px=0; pz=1.7	3.3	4
0.5	0.420454545454545	px=0; pz=2.2	1.1	4
0.5	0.534090909090909	px=0; pz=2.7	1	4
0.5	0.647727272727273	px=0; pz=3.2	1	4
0.5	0.761363636363636	px=0; pz=3.7	0.7	4
0.5	0.875	px=0; pz=4.2	0.1	4
0.601010101010101	0.0795454545454545	px=0.5; pz=0.7	0	4
0.601010101010101	0.193181818181818	px=0.5; pz=1.2	4.5	4
0.601010101010101	0.306818181818182	px=0.5; pz=1.7	2.3	4
0.601010101010101	0.420454545454545	px=0.5; pz=2.2	1	4
0.601010101010101	0.534090909090909	px=0.5; pz=2.7	1	4
0.601010101010101	0.647727272727273	px=0.5; pz=3.2	1	4
0.601010101010101	0.761363636363636	px=0.5; pz=3.7	0.3	4
0.601010101010101	0.875	px=0.5; pz=4.2	0	4
0.702020202020202	0.0795454545454545	px=1; pz=0.7	0.1	4
0.702020202020202	0.193181818181818	px=1; pz=1.2	2.4	4
0.702020202020202	0.306818181818182	px=1; pz=1.7	2.1	4
0.702020202020202	0.420454545454545	px=1; pz=2.2	0.6	4
0.702020202020202	0.534090909090909	px=1; pz=2.7	0.5	4
0.702020202020202	0.647727272727273	px=1; pz=3.2	0.5	4
0.702020202020202	0.761363636363636	px=1; pz=3.7	0.1	4
0.702020202020202	0.875	px=1; pz=4.2	0	4
0.803030303030303	0.0795454545454545	px=1.5; pz=0.7	0	4
0.803030303030303	0.193181818181818	px=1.5; pz=1.2	0.1	4
0.803030303030303	0.306818181818182	px=1.5; pz=1.7	0.1	4
0.803030303030303	0.420454545454545	px=1.5; pz=2.2	0.1	4
0.803030303030303	0.534090909090909	px=1.5; pz=2.7	0	4
0.803030303030303	0.647727272727273	px=1.5; pz=3.2	0	4
0.803030303030303	0.761363636363636	px=1.5; pz=3.7	0	4
0.803030303030303	0.875	px=1.5; pz=4.2	0	4
0.904040404040404	0.0795454545454545	px=2; pz=0.7	0	4
0.904040404040404	0.193181818181818	px=2; pz=1.2	0	4
0.904040404040404	0.306818181818182	px=2; pz=1.7	0	4
0.904040404040404	0.420454545454545	px=2; pz=2.2	0	4
0.904040404040404	0.534090909090909	px=2; pz=2.7	0	4
0.904040404040404	0.647727272727273	px=2; pz=3.2	0	4
0.904040404040404	0.761363636363636	px=2; pz=3.7	0	4
0.904040404040404	0.875	px=2; pz=4.2	0	4
0.095959595959596	0.0795454545454545	px=-2; pz=0.7	0.2	5
0.095959595959596	0.193181818181818	px=-2; pz=1.2	0.4	5
0.095959595959596	0.306818181818182	px=-2; pz=1.7	0.2	5
0.095959595959596	0.420454545454545	px=-2; pz=2.2	0	5
0.095959595959596	0.534090909090909	px=-2; pz=2.7	0	5
0.095959595959596	0.647727272727273	px=-2; pz=3.2	0	5
0.095959595959596	0.761363636363636	px=-2; pz=3.7	0	5
0.095959595959596	0.875	px=-2; pz=4.2	0	5
0.196969696969697	0.0795454545454545	px=-1.5; pz=0.7	0.4	5
0.196969696969697	0.193181818181818	px=-1.5; pz=1.2	2.3	5
0.196969696969697	0.306818181818182	px=-1.5; pz=1.7	1.4	5
0.196969696969697	0.420454545454545	px=-1.5; pz=2.2	0.1	5
0.196969696969697	0.534090909090909	px=-1.5; pz=2.7	0.1	5
0.196969696969697	0.647727272727273	px=-1.5; pz=3.2	0.2	5
0.196969696969697	0.761363636363636	px=-1.5; pz=3.7	0.1	5
0.196969696969697	0.875	px=-1.5; pz=4.2	0.1	5
0.297979797979798	0.0795454545454545	px=-1; pz=0.7	0.8	5
0.297979797979798	0.193181818181818	px=-1; pz=1.2	7.7	5
0.297979797979798	0.306818181818182	px=-1; pz=1.7	6	5
0.297979797979798	0.420454545454545	px=-1; pz=2.2	0.9	5
0.297979797979798	0.534090909090909	px=-1; pz=2.7	0.7	5
0.297979797979798	0.647727272727273	px=-1; pz=3.2	0.7	5
0.297979797979798	0.761363636363636	px=-1; pz=3.7	0.3	5
0.297979797979798	0.875	px=-1; pz=4.2	0.2	5
0.398989898989899	0.0795454545454545	px=-0.5; pz=0.7	1.5	5
0.398989898989899	0.193181818181818	px=-0.5; pz=1.2	7.6	5
0.398989898989899	0.306818181818182	px=-0.5; pz=1.7	4.8	5
0.398989898989899	0.420454545454545	px=-0.5; pz=2.2	1.1	5
0.398989898989899	0.534090909090909	px=-0.5; pz=2.7	1.1	5
0.398989898989899	0.647727272727273	px=-0.5; pz=3.2	1.2	5
0.398989898989899	0.761363636363636	px=-0.5; pz=3.7	0.4	5
0.398989898989899	0.875	px=-0.5; pz=4.2	0.4	5
0.5	0.0795454545454545	px=0; pz=0.7	3.9	5
0.5	0.193181818181818	px=0; pz=1.2	6.9	5
0.5	0.306818181818182	px=0; pz=1.7	3.7	5
0.5	0.420454545454545	px=0; pz=2.2	1.2	5
0.5	0.534090909090909	px=0; pz=2.7	1	5
0.5	0.647727272727273	px=0; pz=3.2	1.2	5
0.5	0.761363636363636	px=0; pz=3.7	0.9	5
0.5	0.875	px=0; pz=4.2	0.8	5
0.601010101010101	0.0795454545454545	px=0.5; pz=0.7	5.4	5
0.601010101010101	0.193181818181818	px=0.5; pz=1.2	4.8	5
0.601010101010101	0.306818181818182	px=0.5; pz=1.7	2.2	5
0.601010101010101	0.420454545454545	px=0.5; pz=2.2	1.1	5
0.601010101010101	0.534090909090909	px=0.5; pz=2.7	1	5
0.601010101010101	0.647727272727273	px=0.5; pz=3.2	1	5
0.601010101010101	0.761363636363636	px=0.5; pz=3.7	1	5
0.601010101010101	0.875	px=0.5; pz=4.2	0.8	5
0.702020202020202	0.0795454545454545	px=1; pz=0.7	2.1	5
0.702020202020202	0.193181818181818	px=1; pz=1.2	1.4	5
0.702020202020202	0.306818181818182	px=1; pz=1.7	1	5
0.702020202020202	0.420454545454545	px=1; pz=2.2	0.7	5
0.702020202020202	0.534090909090909	px=1; pz=2.7	0.4	5
0.702020202020202	0.647727272727273	px=1; pz=3.2	0.3	5
0.702020202020202	0.761363636363636	px=1; pz=3.7	0.4	5
0.702020202020202	0.875	px=1; pz=4.2	0.2	5
0.803030303030303	0.0795454545454545	px=1.5; pz=0.7	0.8	5
0.803030303030303	0.193181818181818	px=1.5; pz=1.2	0.8	5
0.803030303030303	0.306818181818182	px=1.5; pz=1.7	1.2	5
0.803030303030303	0.420454545454545	px=1.5; pz=2.2	1	5
0.803030303030303	0.534090909090909	px=1.5; pz=2.7	0.3	5
0.803030303030303	0.647727272727273	px=1.5; pz=3.2	0.1	5
0.803030303030303	0.761363636363636	px=1.5; pz=3.7	0.1	5
0.803030303030303	0.875	px=1.5; pz=4.2	0	5
0.904040404040404	0.0795454545454545	px=2; pz=0.7	0.5	5
0.904040404040404	0.193181818181818	px=2; pz=1.2	0.8	5
0.904040404040404	0.306818181818182	px=2; pz=1.7	1.7	5
0.904040404040404	0.420454545454545	px=2; pz=2.2	1.3	5
0.904040404040404	0.534090909090909	px=2; pz=2.7	0.3	5
0.904040404040404	0.647727272727273	px=2; pz=3.2	0.1	5
0.904040404040404	0.761363636363636	px=2; pz=3.7	0	5
0.904040404040404	0.875	px=2; pz=4.2	0	5
0.095959595959596	0.0795454545454545	px=-2; pz=0.7	0	6
0.095959595959596	0.193181818181818	px=-2; pz=1.2	0.1	6
0.095959595959596	0.306818181818182	px=-2; pz=1.7	0	6
0.095959595959596	0.420454545454545	px=-2; pz=2.2	0	6
0.095959595959596	0.534090909090909	px=-2; pz=2.7	0	6
0.095959595959596	0.647727272727273	px=-2; pz=3.2	0	6
0.095959595959596	0.761363636363636	px=-2; pz=3.7	0	6
0.095959595959596	0.875	px=-2; pz=4.2	0.1	6
0.196969696969697	0.0795454545454545	px=-1.5; pz=0.7	0.2	6
0.196969696969697	0.193181818181818	px=-1.5; pz=1.2	1	6
0.196969696969697	0.306818181818182	px=-1.5; pz=1.7	0.6	6
0.196969696969697	0.420454545454545	px=-1.5; pz=2.2	0.2	6
0.196969696969697	0.534090909090909	px=-1.5; pz=2.7	0.2	6
0.196969696969697	0.647727272727273	px=-1.5; pz=3.2	0.1	6
0.196969696969697	0.761363636363636	px=-1.5; pz=3.7	0.1	6
0.196969696969697	0.875	px=-1.5; pz=4.2	0.3	6
0.297979797979798	0.0795454545454545	px=-1; pz=0.7	0.4	6
0.297979797979798	0.193181818181818	px=-1; pz=1.2	6.2	6
0.297979797979798	0.306818181818182	px=-1; pz=1.7	3.2	6
0.297979797979798	0.420454545454545	px=-1; pz=2.2	0.9	6
0.297979797979798	0.534090909090909	px=-1; pz=2.7	0.9	6
0.297979797979798	0.647727272727273	px=-1; pz=3.2	0.8	6
0.297979797979798	0.761363636363636	px=-1; pz=3.7	0.5	6
0.297979797979798	0.875	px=-1; pz=4.2	1	6
0.398989898989899	0.0795454545454545	px=-0.5; pz=0.7	0.1	6
0.398989898989899	0.193181818181818	px=-0.5; pz=1.2	5.2	6
0.398989898989899	0.306818181818182	px=-0.5; pz=1.7	4.7	6
0.398989898989899	0.420454545454545	px=-0.5; pz=2.2	1.1	6
0.398989898989899	0.534090909090909	px=-0.5; pz=2.7	1	6
0.398989898989899	0.647727272727273	px=-0.5; pz=3.2	1.2	6
0.398989898989899	0.761363636363636	px=-0.5; pz=3.7	1.5	6
0.398989898989899	0.875	px=-0.5; pz=4.2	2.3	6
0.5	0.0795454545454545	px=0; pz=0.7	0	6
0.5	0.193181818181818	px=0; pz=1.2	1.2	6
0.5	0.306818181818182	px=0; pz=1.7	5.5	6
0.5	0.420454545454545	px=0; pz=2.2	1.2	6
0.5	0.534090909090909	px=0; pz=2.7	1	6
0.5	0.647727272727273	px=0; pz=3.2	1	6
0.5	0.761363636363636	px=0; pz=3.7	1	6
0.5	0.875	px=0; pz=4.2	2	6
0.601010101010101	0.0795454545454545	px=0.5; pz=0.7	0	6
0.601010101010101	0.193181818181818	px=0.5; pz=1.2	0.9	6
0.601010101010101	0.306818181818182	px=0.5; pz=1.7	2.4	6
0.601010101010101	0.420454545454545	px=0.5; pz=2.2	1.1	6
0.601010101010101	0.534090909090909	px=0.5; pz=2.7	1	6
0.601010101010101	0.647727272727273	px=0.5; pz=3.2	0.9	6
0.601010101010101	0.761363636363636	px=0.5; pz=3.7	0.9	6
0.601010101010101	0.875	px=0.5; pz=4.2	1.9	6
0.702020202020202	0.0795454545454545	px=1; pz=0.7	0.4	6
0.702020202020202	0.193181818181818	px=1; pz=1.2	5.9	6
0.702020202020202	0.306818181818182	px=1; pz=1.7	3.1	6
0.702020202020202	0.420454545454545	px=1; pz=2.2	0.5	6
0.702020202020202	0.534090909090909	px=1; pz=2.7	0.5	6
0.702020202020202	0.647727272727273	px=1; pz=3.2	0.9	6
0.702020202020202	0.761363636363636	px=1; pz=3.7	2.1	6
0.702020202020202	0.875	px=1; pz=4.2	3.3	6
0.803030303030303	0.0795454545454545	px=1.5; pz=0.7	1.4	6
0.803030303030303	0.193181818181818	px=1.5; pz=1.2	6.6	6
0.803030303030303	0.306818181818182	px=1.5; pz=1.7	1.6	6
0.803030303030303	0.420454545454545	px=1.5; pz=2.2	0.1	6
0.803030303030303	0.534090909090909	px=1.5; pz=2.7	0.1	6
0.803030303030303	0.647727272727273	px=1.5; pz=3.2	0.8	6
0.803030303030303	0.761363636363636	px=1.5; pz=3.7	3	6
0.803030303030303	0.875	px=1.5; pz=4.2	3.8	6
0.904040404040404	0.0795454545454545	px=2; pz=0.7	0.3	6
0.904040404040404	0.193181818181818	px=2; pz=1.2	0.4	6
