fill	x	y	tooltip	clickSelects	PANEL	xmin	xmax	ymin	ymax	colour	size
#FFFFFF	0.803030303030303	0.556818181818182	( 0 ,  Inf )	px=1.5; pz=2.7	5	0.752525252525252	0.853535353535353	0.5	0.613636363636364	#FFFFFF	0
#FFFFFF	0.803030303030303	0.670454545454545	( 0 ,  Inf )	px=1.5; pz=3.2	5	0.752525252525252	0.853535353535353	0.613636363636364	0.727272727272727	#FFFFFF	0
#FFFFFF	0.803030303030303	0.784090909090909	( 0 ,  Inf )	px=1.5; pz=3.7	5	0.752525252525252	0.853535353535353	0.727272727272727	0.840909090909091	#FFFFFF	0
#FFFFFF	0.803030303030303	0.897727272727273	( 0 ,  Inf )	px=1.5; pz=4.2	5	0.752525252525252	0.853535353535353	0.840909090909091	0.954545454545454	#FFFFFF	0
#FFFFFF	0.904040404040404	0.102272727272727	( 0 ,  Inf )	px=2; pz=0.7	5	0.853535353535353	0.954545454545454	0.0454545454545455	0.159090909090909	#FFFFFF	0
#FFFFFF	0.904040404040404	0.215909090909091	( 0 ,  Inf )	px=2; pz=1.2	5	0.853535353535353	0.954545454545454	0.159090909090909	0.272727272727273	#FFFFFF	0
#FFFFFF	0.904040404040404	0.329545454545455	( 0 ,  Inf )	px=2; pz=1.7	5	0.853535353535353	0.954545454545454	0.272727272727273	0.386363636363636	#FFFFFF	0
#FFFFFF	0.904040404040404	0.443181818181818	( 0 ,  Inf )	px=2; pz=2.2	5	0.853535353535353	0.954545454545454	0.386363636363636	0.5	#FFFFFF	0
#FFFFFF	0.904040404040404	0.556818181818182	( 0 ,  Inf )	px=2; pz=2.7	5	0.853535353535353	0.954545454545454	0.5	0.613636363636364	#FFFFFF	0
#FFFFFF	0.904040404040404	0.670454545454545	( 0 ,  Inf )	px=2; pz=3.2	5	0.853535353535353	0.954545454545454	0.613636363636364	0.727272727272727	#FFFFFF	0
#FFFFFF	0.904040404040404	0.784090909090909	( 0 ,  Inf )	px=2; pz=3.7	5	0.853535353535353	0.954545454545454	0.727272727272727	0.840909090909091	#FFFFFF	0
#FFFFFF	0.904040404040404	0.897727272727273	( 0 ,  Inf )	px=2; pz=4.2	5	0.853535353535353	0.954545454545454	0.840909090909091	0.954545454545454	#FFFFFF	0
#FFFFFF	0.095959595959596	0.102272727272727	( 0 ,  Inf )	px=-2; pz=0.7	6	0.0454545454545455	0.146464646464646	0.0454545454545455	0.159090909090909	#FFFFFF	0
#FFFFFF	0.095959595959596	0.215909090909091	( 0 ,  Inf )	px=-2; pz=1.2	6	0.0454545454545455	0.146464646464646	0.159090909090909	0.272727272727273	#FFFFFF	0
#FFFFFF	0.095959595959596	0.329545454545455	( 0 ,  Inf )	px=-2; pz=1.7	6	0.0454545454545455	0.146464646464646	0.272727272727273	0.386363636363636	#FFFFFF	0
#FFFFFF	0.095959595959596	0.443181818181818	( 0 ,  Inf )	px=-2; pz=2.2	6	0.0454545454545455	0.146464646464646	0.386363636363636	0.5	#FFFFFF	0
#FFFFFF	0.095959595959596	0.556818181818182	( 0 ,  Inf )	px=-2; pz=2.7	6	0.0454545454545455	0.146464646464646	0.5	0.613636363636364	#FFFFFF	0
#FFFFFF	0.095959595959596	0.670454545454545	( 0 ,  Inf )	px=-2; pz=3.2	6	0.0454545454545455	0.146464646464646	0.613636363636364	0.727272727272727	#FFFFFF	0
#FFFFFF	0.095959595959596	0.784090909090909	( 0 ,  Inf )	px=-2; pz=3.7	6	0.0454545454545455	0.146464646464646	0.727272727272727	0.840909090909091	#FFFFFF	0
#FFFFFF	0.095959595959596	0.897727272727273	( 0 ,  Inf )	px=-2; pz=4.2	6	0.0454545454545455	0.146464646464646	0.840909090909091	0.954545454545454	#FFFFFF	0
#FFFFFF	0.196969696969697	0.102272727272727	( 0 ,  Inf )	px=-1.5; pz=0.7	6	0.146464646464646	0.247474747474747	0.0454545454545455	0.159090909090909	#FFFFFF	0
#FFFFFF	0.196969696969697	0.215909090909091	( 0 ,  Inf )	px=-1.5; pz=1.2	6	0.146464646464646	0.247474747474747	0.159090909090909	0.272727272727273	#FFFFFF	0
#FFFFFF	0.196969696969697	0.329545454545455	( 0 ,  Inf )	px=-1.5; pz=1.7	6	0.146464646464646	0.247474747474747	0.272727272727273	0.386363636363636	#FFFFFF	0
#FBFBFD	0.196969696969697	0.443181818181818	( 0 ,  Inf )	px=-1.5; pz=2.2	6	0.146464646464646	0.247474747474747	0.386363636363636	0.5	#FBFBFD	0
#FBFBFD	0.196969696969697	0.556818181818182	( 0 ,  13.19 )	px=-1.5; pz=2.7	6	0.146464646464646	0.247474747474747	0.5	0.613636363636364	#FBFBFD	0
#FDFDFE	0.196969696969697	0.670454545454545	( 0 ,  Inf )	px=-1.5; pz=3.2	6	0.146464646464646	0.247474747474747	0.613636363636364	0.727272727272727	#FDFDFE	0
#FFFFFF	0.196969696969697	0.784090909090909	( 0 ,  Inf )	px=-1.5; pz=3.7	6	0.146464646464646	0.247474747474747	0.727272727272727	0.840909090909091	#FFFFFF	0
#FFFFFF	0.196969696969697	0.897727272727273	( 0 ,  Inf )	px=-1.5; pz=4.2	6	0.146464646464646	0.247474747474747	0.840909090909091	0.954545454545454	#FFFFFF	0
#FFFFFF	0.297979797979798	0.102272727272727	( 0 ,  Inf )	px=-1; pz=0.7	6	0.247474747474747	0.348484848484849	0.0454545454545455	0.159090909090909	#FFFFFF	0
#FEFDFD	0.297979797979798	0.215909090909091	( 0 ,  Inf )	px=-1; pz=1.2	6	0.247474747474747	0.348484848484849	0.159090909090909	0.272727272727273	#FEFDFD	0
#E5D2D2	0.297979797979798	0.329545454545455	( 1.23 ,  11.63 )	px=-1; pz=1.7	6	0.247474747474747	0.348484848484849	0.272727272727273	0.386363636363636	#E5D2D2	0
#E6E6F2	0.297979797979798	0.443181818181818	( 0.57 ,  1.25 )	px=-1; pz=2.2	6	0.247474747474747	0.348484848484849	0.386363636363636	0.5	#E6E6F2	0
#F4F4F9	0.297979797979798	0.556818181818182	( 0.57 ,  1.51 )	px=-1; pz=2.7	6	0.247474747474747	0.348484848484849	0.5	0.613636363636364	#F4F4F9	0
#F3F3F9	0.297979797979798	0.670454545454545	( 0.25 ,  1.98 )	px=-1; pz=3.2	6	0.247474747474747	0.348484848484849	0.613636363636364	0.727272727272727	#F3F3F9	0
#FEFEFE	0.297979797979798	0.784090909090909	( 0 ,  Inf )	px=-1; pz=3.7	6	0.247474747474747	0.348484848484849	0.727272727272727	0.840909090909091	#FEFEFE	0
#FFFFFF	0.297979797979798	0.897727272727273	( 0 ,  Inf )	px=-1; pz=4.2	6	0.247474747474747	0.348484848484849	0.840909090909091	0.954545454545454	#FFFFFF	0
#FFFFFF	0.398989898989899	0.102272727272727	( 0 ,  Inf )	px=-0.5; pz=0.7	6	0.348484848484849	0.44949494949495	0.0454545454545455	0.159090909090909	#FFFFFF	0
#FEFDFD	0.398989898989899	0.215909090909091	( 0 ,  Inf )	px=-0.5; pz=1.2	6	0.348484848484849	0.44949494949495	0.159090909090909	0.272727272727273	#FEFDFD	0
#AF7171	0.398989898989899	0.329545454545455	( 2.56 ,  11.02 )	px=-0.5; pz=1.7	6	0.348484848484849	0.44949494949495	0.272727272727273	0.386363636363636	#AF7171	0
#F5EEEE	0.398989898989899	0.443181818181818	( 0.96 ,  1.16 )	px=-0.5; pz=2.2	6	0.348484848484849	0.44949494949495	0.386363636363636	0.5	#F5EEEE	0
#F7F0F0	0.398989898989899	0.556818181818182	( 0.96 ,  1.14 )	px=-0.5; pz=2.7	6	0.348484848484849	0.44949494949495	0.5	0.613636363636364	#F7F0F0	0
#E5D2D2	0.398989898989899	0.670454545454545	( 0.89 ,  1.64 )	px=-0.5; pz=3.2	6	0.348484848484849	0.44949494949495	0.613636363636364	0.727272727272727	#E5D2D2	0
#FDFCFC	0.398989898989899	0.784090909090909	( 0.06 ,  Inf )	px=-0.5; pz=3.7	6	0.348484848484849	0.44949494949495	0.727272727272727	0.840909090909091	#FDFCFC	0
#FFFFFF	0.398989898989899	0.897727272727273	( 0 ,  Inf )	px=-0.5; pz=4.2	6	0.348484848484849	0.44949494949495	0.840909090909091	0.954545454545454	#FFFFFF	0
#FEFEFE	0.5	0.102272727272727	( 0 ,  Inf )	px=0; pz=0.7	6	0.44949494949495	0.55050505050505	0.0454545454545455	0.159090909090909	#FEFEFE	0
#FFFFFF	0.5	0.215909090909091	( 0 ,  Inf )	px=0; pz=1.2	6	0.44949494949495	0.55050505050505	0.159090909090909	0.272727272727273	#FFFFFF	0
#B07373	0.5	0.329545454545455	( 2.89 ,  14.15 )	px=0; pz=1.7	6	0.44949494949495	0.55050505050505	0.272727272727273	0.386363636363636	#B07373	0
#DFC6C6	0.5	0.443181818181818	( 1.06 ,  1.35 )	px=0; pz=2.2	6	0.44949494949495	0.55050505050505	0.386363636363636	0.5	#DFC6C6	0
#F6EFEF	0.5	0.556818181818182	( 0.98 ,  1.12 )	px=0; pz=2.7	6	0.44949494949495	0.55050505050505	0.5	0.613636363636364	#F6EFEF	0
#F7F1F1	0.5	0.670454545454545	( 0.84 ,  1.31 )	px=0; pz=3.2	6	0.44949494949495	0.55050505050505	0.613636363636364	0.727272727272727	#F7F1F1	0
#FFFFFF	0.5	0.784090909090909	( 0.1 ,  55.06 )	px=0; pz=3.7	6	0.44949494949495	0.55050505050505	0.727272727272727	0.840909090909091	#FFFFFF	0
#FFFFFF	0.5	0.897727272727273	( 0 ,  Inf )	px=0; pz=4.2	6	0.44949494949495	0.55050505050505	0.840909090909091	0.954545454545454	#FFFFFF	0
#FEFEFE	0.601010101010101	0.102272727272727	( 0 ,  Inf )	px=0.5; pz=0.7	6	0.55050505050505	0.651515151515151	0.0454545454545455	0.159090909090909	#FEFEFE	0
#FFFFFF	0.601010101010101	0.215909090909091	( 0 ,  Inf )	px=0.5; pz=1.2	6	0.55050505050505	0.651515151515151	0.159090909090909	0.272727272727273	#FFFFFF	0
#C29595	0.601010101010101	0.329545454545455	( 1.53 ,  4.16 )	px=0.5; pz=1.7	6	0.55050505050505	0.651515151515151	0.272727272727273	0.386363636363636	#C29595	0
#ECDEDE	0.601010101010101	0.443181818181818	( 1.02 ,  1.2 )	px=0.5; pz=2.2	6	0.55050505050505	0.651515151515151	0.386363636363636	0.5	#ECDEDE	0
#FAF7F7	0.601010101010101	0.556818181818182	( 0.96 ,  1.09 )	px=0.5; pz=2.7	6	0.55050505050505	0.651515151515151	0.5	0.613636363636364	#FAF7F7	0
#EAEAF4	0.601010101010101	0.670454545454545	( 0.68 ,  1.21 )	px=0.5; pz=3.2	6	0.55050505050505	0.651515151515151	0.613636363636364	0.727272727272727	#EAEAF4	0
#FFFFFF	0.601010101010101	0.784090909090909	( 0 ,  Inf )	px=0.5; pz=3.7	6	0.55050505050505	0.651515151515151	0.727272727272727	0.840909090909091	#FFFFFF	0
#FFFFFF	0.601010101010101	0.897727272727273	( 0 ,  Inf )	px=0.5; pz=4.2	6	0.55050505050505	0.651515151515151	0.840909090909091	0.954545454545454	#FFFFFF	0
#FFFFFF	0.702020202020202	0.102272727272727	( 0 ,  Inf )	px=1; pz=0.7	6	0.651515151515151	0.752525252525252	0.0454545454545455	0.159090909090909	#FFFFFF	0
#FEFEFE	0.702020202020202	0.215909090909091	( 0 ,  Inf )	px=1; pz=1.2	6	0.651515151515151	0.752525252525252	0.159090909090909	0.272727272727273	#FEFEFE	0
#F2E8E8	0.702020202020202	0.329545454545455	( 1.28 ,  9.75 )	px=1; pz=1.7	6	0.651515151515151	0.752525252525252	0.272727272727273	0.386363636363636	#F2E8E8	0
#BEBEDD	0.702020202020202	0.443181818181818	( 0.35 ,  0.75 )	px=1; pz=2.2	6	0.651515151515151	0.752525252525252	0.386363636363636	0.5	#BEBEDD	0
#AEAED4	0.702020202020202	0.556818181818182	( 0.29 ,  0.69 )	px=1; pz=2.7	6	0.651515151515151	0.752525252525252	0.5	0.613636363636364	#AEAED4	0
#FDFDFE	0.702020202020202	0.670454545454545	( 0.26 ,  2.85 )	px=1; pz=3.2	6	0.651515151515151	0.752525252525252	0.613636363636364	0.727272727272727	#FDFDFE	0
#FFFFFF	0.702020202020202	0.784090909090909	( 0 ,  Inf )	px=1; pz=3.7	6	0.651515151515151	0.752525252525252	0.727272727272727	0.840909090909091	#FFFFFF	0
#FFFFFF	0.702020202020202	0.897727272727273	( 0 ,  Inf )	px=1; pz=4.2	6	0.651515151515151	0.752525252525252	0.840909090909091	0.954545454545454	#FFFFFF	0
#FFFFFF	0.803030303030303	0.102272727272727	( 0 ,  Inf )	px=1.5; pz=0.7	6	0.752525252525252	0.853535353535353	0.0454545454545455	0.159090909090909	#FFFFFF	0
#FFFFFF	0.803030303030303	0.215909090909091	( 0 ,  Inf )	px=1.5; pz=1.2	6	0.752525252525252	0.853535353535353	0.159090909090909	0.272727272727273	#FFFFFF	0
#FFFFFF	0.803030303030303	0.329545454545455	( 0 ,  Inf )	px=1.5; pz=1.7	6	0.752525252525252	0.853535353535353	0.272727272727273	0.386363636363636	#FFFFFF	0
#FEFEFE	0.803030303030303	0.443181818181818	( 0 ,  Inf )	px=1.5; pz=2.2	6	0.752525252525252	0.853535353535353	0.386363636363636	0.5	#FEFEFE	0
#FEFEFE	0.803030303030303	0.556818181818182	( 0 ,  Inf )	px=1.5; pz=2.7	6	0.752525252525252	0.853535353535353	0.5	0.613636363636364	#FEFEFE	0
#FFFFFF	0.803030303030303	0.670454545454545	( 0 ,  Inf )	px=1.5; pz=3.2	6	0.752525252525252	0.853535353535353	0.613636363636364	0.727272727272727	#FFFFFF	0
#FFFFFF	0.803030303030303	0.784090909090909	( 0 ,  Inf )	px=1.5; pz=3.7	6	0.752525252525252	0.853535353535353	0.727272727272727	0.840909090909091	#FFFFFF	0
#FFFFFF	0.803030303030303	0.897727272727273	( 0 ,  Inf )	px=1.5; pz=4.2	6	0.752525252525252	0.853535353535353	0.840909090909091	0.954545454545454	#FFFFFF	0
#FFFFFF	0.904040404040404	0.102272727272727	( 0 ,  Inf )	px=2; pz=0.7	6	0.853535353535353	0.954545454545454	0.0454545454545455	0.159090909090909	#FFFFFF	0
#FFFFFF	0.904040404040404	0.215909090909091	( 0 ,  Inf )	px=2; pz=1.2	6	0.853535353535353	0.954545454545454	0.159090909090909	0.272727272727273	#FFFFFF	0
#FFFFFF	0.904040404040404	0.329545454545455	( 0 ,  Inf )	px=2; pz=1.7	6	0.853535353535353	0.954545454545454	0.272727272727273	0.386363636363636	#FFFFFF	0
#FFFFFF	0.904040404040404	0.443181818181818	( 0 ,  Inf )	px=2; pz=2.2	6	0.853535353535353	0.954545454545454	0.386363636363636	0.5	#FFFFFF	0
#FFFFFF	0.904040404040404	0.556818181818182	( 0 ,  Inf )	px=2; pz=2.7	6	0.853535353535353	0.954545454545454	0.5	0.613636363636364	#FFFFFF	0
#FFFFFF	0.904040404040404	0.670454545454545	( 0 ,  Inf )	px=2; pz=3.2	6	0.853535353535353	0.954545454545454	0.613636363636364	0.727272727272727	#FFFFFF	0
#FFFFFF	0.904040404040404	0.784090909090909	( 0 ,  Inf )	px=2; pz=3.7	6	0.853535353535353	0.954545454545454	0.727272727272727	0.840909090909091	#FFFFFF	0
#FFFFFF	0.904040404040404	0.897727272727273	( 0 ,  Inf )	px=2; pz=4.2	6	0.853535353535353	0.954545454545454	0.840909090909091	0.954545454545454	#FFFFFF	0
#FFFFFF	0.095959595959596	0.102272727272727	( 0 ,  Inf )	px=-2; pz=0.7	7	0.0454545454545455	0.146464646464646	0.0454545454545455	0.159090909090909	#FFFFFF	0
#FFFFFF	0.095959595959596	0.215909090909091	( 0 ,  Inf )	px=-2; pz=1.2	7	0.0454545454545455	0.146464646464646	0.159090909090909	0.272727272727273	#FFFFFF	0
#FFFFFF	0.095959595959596	0.329545454545455	( 0 ,  Inf )	px=-2; pz=1.7	7	0.0454545454545455	0.146464646464646	0.272727272727273	0.386363636363636	#FFFFFF	0
#FEFEFE	0.095959595959596	0.443181818181818	( 0 ,  Inf )	px=-2; pz=2.2	7	0.0454545454545455	0.146464646464646	0.386363636363636	0.5	#FEFEFE	0
#FEFEFE	0.095959595959596	0.556818181818182	( 0 ,  Inf )	px=-2; pz=2.7	7	0.0454545454545455	0.146464646464646	0.5	0.613636363636364	#FEFEFE	0
#FFFFFF	0.095959595959596	0.670454545454545	( 0 ,  Inf )	px=-2; pz=3.2	7	0.0454545454545455	0.146464646464646	0.613636363636364	0.727272727272727	#FFFFFF	0
#FFFFFF	0.095959595959596	0.784090909090909	( 0 ,  Inf )	px=-2; pz=3.7	7	0.0454545454545455	0.146464646464646	0.727272727272727	0.840909090909091	#FFFFFF	0
#FFFFFF	0.095959595959596	0.897727272727273	( 0 ,  Inf )	px=-2; pz=4.2	7	0.0454545454545455	0.146464646464646	0.840909090909091	0.954545454545454	#FFFFFF	0
#FFFFFF	0.196969696969697	0.102272727272727	( 0 ,  Inf )	px=-1.5; pz=0.7	7	0.146464646464646	0.247474747474747	0.0454545454545455	0.159090909090909	#FFFFFF	0
#FFFFFF	0.196969696969697	0.215909090909091	( 0 ,  Inf )	px=-1.5; pz=1.2	7	0.146464646464646	0.247474747474747	0.159090909090909	0.272727272727273	#FFFFFF	0
#F6F6FA	0.196969696969697	0.329545454545455	( 0.02 ,  0.51 )	px=-1.5; pz=1.7	7	0.146464646464646	0.247474747474747	0.272727272727273	0.386363636363636	#F6F6FA	0
#E2E2F0	0.196969696969697	0.443181818181818	( 0.05 ,  0.24 )	px=-1.5; pz=2.2	7	0.146464646464646	0.247474747474747	0.386363636363636	0.5	#E2E2F0	0
#ECECF5	0.196969696969697	0.556818181818182	( 0.04 ,  0.26 )	px=-1.5; pz=2.7	7	0.146464646464646	0.247474747474747	0.5	0.613636363636364	#ECECF5	0
#FAFAFC	0.196969696969697	0.670454545454545	( 0 ,  0.25 )	px=-1.5; pz=3.2	7	0.146464646464646	0.247474747474747	0.613636363636364	0.727272727272727	#FAFAFC	0
#FEFEFE	0.196969696969697	0.784090909090909	( 0 ,  0.05 )	px=-1.5; pz=3.7	7	0.146464646464646	0.247474747474747	0.727272727272727	0.840909090909091	#FEFEFE	0
#FEFEFE	0.196969696969697	0.897727272727273	( 0 ,  Inf )	px=-1.5; pz=4.2	7	0.146464646464646	0.247474747474747	0.840909090909091	0.954545454545454	#FEFEFE	0
#FFFFFF	0.297979797979798	0.102272727272727	( 0 ,  Inf )	px=-1; pz=0.7	7	0.247474747474747	0.348484848484849	0.0454545454545455	0.159090909090909	#FFFFFF	0
#FDFCFC	0.297979797979798	0.215909090909091	( 0.47 ,  22.56 )	px=-1; pz=1.2	7	0.247474747474747	0.348484848484849	0.159090909090909	0.272727272727273	#FDFCFC	0
#C9A1A1	0.297979797979798	0.329545454545455	( 1.43 ,  2.04 )	px=-1; pz=1.7	7	0.247474747474747	0.348484848484849	0.272727272727273	0.386363636363636	#C9A1A1	0
#E8E8F3	0.297979797979798	0.443181818181818	( 0.88 ,  0.97 )	px=-1; pz=2.2	7	0.247474747474747	0.348484848484849	0.386363636363636	0.5	#E8E8F3	0
#C8C8E2	0.297979797979798	0.556818181818182	( 0.77 ,  0.87 )	px=-1; pz=2.7	7	0.247474747474747	0.348484848484849	0.5	0.613636363636364	#C8C8E2	0
#D3D3E8	0.297979797979798	0.670454545454545	( 0.58 ,  0.88 )	px=-1; pz=3.2	7	0.247474747474747	0.348484848484849	0.613636363636364	0.727272727272727	#D3D3E8	0
#FAFAFC	0.297979797979798	0.784090909090909	( 0 ,  0.37 )	px=-1; pz=3.7	7	0.247474747474747	0.348484848484849	0.727272727272727	0.840909090909091	#FAFAFC	0
#FEFEFE	0.297979797979798	0.897727272727273	( 0 ,  Inf )	px=-1; pz=4.2	7	0.247474747474747	0.348484848484849	0.840909090909091	0.954545454545454	#FEFEFE	0
#FFFFFF	0.398989898989899	0.102272727272727	( 0 ,  Inf )	px=-0.5; pz=0.7	7	0.348484848484849	0.44949494949495	0.0454545454545455	0.159090909090909	#FFFFFF	0
#F8F2F2	0.398989898989899	0.215909090909091	( 2.93 ,  26.29 )	px=-0.5; pz=1.2	7	0.348484848484849	0.44949494949495	0.159090909090909	0.272727272727273	#F8F2F2	0
#BB8787	0.398989898989899	0.329545454545455	( 1.46 ,  1.74 )	px=-0.5; pz=1.7	7	0.348484848484849	0.44949494949495	0.272727272727273	0.386363636363636	#BB8787	0
#FDFBFB	0.398989898989899	0.443181818181818	( 1 ,  1.02 )	px=-0.5; pz=2.2	7	0.348484848484849	0.44949494949495	0.386363636363636	0.5	#FDFBFB	0
#FFFFFF	0.398989898989899	0.556818181818182	( 1 ,  1 )	px=-0.5; pz=2.7	7	0.348484848484849	0.44949494949495	0.5	0.613636363636364	#FFFFFF	0
#FCFCFD	0.398989898989899	0.670454545454545	( 0.95 ,  1.04 )	px=-0.5; pz=3.2	7	0.348484848484849	0.44949494949495	0.613636363636364	0.727272727272727	#FCFCFD	0
#F8F8FB	0.398989898989899	0.784090909090909	( 0.14 ,  1.17 )	px=-0.5; pz=3.7	7	0.348484848484849	0.44949494949495	0.727272727272727	0.840909090909091	#F8F8FB	0
#FEFEFE	0.398989898989899	0.897727272727273	( 0 ,  Inf )	px=-0.5; pz=4.2	7	0.348484848484849	0.44949494949495	0.840909090909091	0.954545454545454	#FEFEFE	0
#FFFFFF	0.5	0.102272727272727	( 0 ,  Inf )	px=0; pz=0.7	7	0.44949494949495	0.55050505050505	0.0454545454545455	0.159090909090909	#FFFFFF	0
#FAF6F6	0.5	0.215909090909091	( 2.06 ,  25.84 )	px=0; pz=1.2	7	0.44949494949495	0.55050505050505	0.159090909090909	0.272727272727273	#FAF6F6	0
#AC6C6C	0.5	0.329545454545455	( 1.67 ,  2.13 )	px=0; pz=1.7	7	0.44949494949495	0.55050505050505	0.272727272727273	0.386363636363636	#AC6C6C	0
#FCF9F9	0.5	0.443181818181818	( 1.01 ,  1.02 )	px=0; pz=2.2	7	0.44949494949495	0.55050505050505	0.386363636363636	0.5	#FCF9F9	0
#FEFEFE	0.5	0.556818181818182	( 1 ,  1.01 )	px=0; pz=2.7	7	0.44949494949495	0.55050505050505	0.5	0.613636363636364	#FEFEFE	0
#F8F3F3	0.5	0.670454545454545	( 0.98 ,  1.09 )	px=0; pz=3.2	7	0.44949494949495	0.55050505050505	0.613636363636364	0.727272727272727	#F8F3F3	0
#FBFBFD	0.5	0.784090909090909	( 0.33 ,  1.88 )	px=0; pz=3.7	7	0.44949494949495	0.55050505050505	0.727272727272727	0.840909090909091	#FBFBFD	0
#FEFEFE	0.5	0.897727272727273	( 0 ,  Inf )	px=0; pz=4.2	7	0.44949494949495	0.55050505050505	0.840909090909091	0.954545454545454	#FEFEFE	0
#FFFFFF	0.601010101010101	0.102272727272727	( 0 ,  Inf )	px=0.5; pz=0.7	7	0.55050505050505	0.651515151515151	0.0454545454545455	0.159090909090909	#FFFFFF	0
#FDFBFB	0.601010101010101	0.215909090909091	( 0.54 ,  1113.36 )	px=0.5; pz=1.2	7	0.55050505050505	0.651515151515151	0.159090909090909	0.272727272727273	#FDFBFB	0
#B17676	0.601010101010101	0.329545454545455	( 2.16 ,  3.76 )	px=0.5; pz=1.7	7	0.55050505050505	0.651515151515151	0.272727272727273	0.386363636363636	#B17676	0
#F2E9E9	0.601010101010101	0.443181818181818	( 1.03 ,  1.12 )	px=0.5; pz=2.2	7	0.55050505050505	0.651515151515151	0.386363636363636	0.5	#F2E9E9	0
#FDFBFB	0.601010101010101	0.556818181818182	( 0.98 ,  1.04 )	px=0.5; pz=2.7	7	0.55050505050505	0.651515151515151	0.5	0.613636363636364	#FDFBFB	0
#FDFDFE	0.601010101010101	0.670454545454545	( 0.85 ,  1.16 )	px=0.5; pz=3.2	7	0.55050505050505	0.651515151515151	0.613636363636364	0.727272727272727	#FDFDFE	0
#F9F9FC	0.601010101010101	0.784090909090909	( 0.17 ,  2.03 )	px=0.5; pz=3.7	7	0.55050505050505	0.651515151515151	0.727272727272727	0.840909090909091	#F9F9FC	0
#FDFDFE	0.601010101010101	0.897727272727273	( 0 ,  Inf )	px=0.5; pz=4.2	7	0.55050505050505	0.651515151515151	0.840909090909091	0.954545454545454	#FDFDFE	0
#FFFFFF	0.702020202020202	0.102272727272727	( 0 ,  Inf )	px=1; pz=0.7	7	0.651515151515151	0.752525252525252	0.0454545454545455	0.159090909090909	#FFFFFF	0
#FFFFFF	0.702020202020202	0.215909090909091	( 0 ,  Inf )	px=1; pz=1.2	7	0.651515151515151	0.752525252525252	0.159090909090909	0.272727272727273	#FFFFFF	0
#FEFEFE	0.702020202020202	0.329545454545455	( 0.25 ,  3.15 )	px=1; pz=1.7	7	0.651515151515151	0.752525252525252	0.272727272727273	0.386363636363636	#FEFEFE	0
#F3F3F8	0.702020202020202	0.443181818181818	( 0.5 ,  1.32 )	px=1; pz=2.2	7	0.651515151515151	0.752525252525252	0.386363636363636	0.5	#F3F3F8	0
#D2D2E7	0.702020202020202	0.556818181818182	( 0.27 ,  0.78 )	px=1; pz=2.7	7	0.651515151515151	0.752525252525252	0.5	0.613636363636364	#D2D2E7	0
#DDDDED	0.702020202020202	0.670454545454545	( 0.07 ,  0.62 )	px=1; pz=3.2	7	0.651515151515151	0.752525252525252	0.613636363636364	0.727272727272727	#DDDDED	0
#F9F9FC	0.702020202020202	0.784090909090909	( 0 ,  1.68 )	px=1; pz=3.7	7	0.651515151515151	0.752525252525252	0.727272727272727	0.840909090909091	#F9F9FC	0
#FEFEFE	0.702020202020202	0.897727272727273	( 0 ,  Inf )	px=1; pz=4.2	7	0.651515151515151	0.752525252525252	0.840909090909091	0.954545454545454	#FEFEFE	0
#FFFFFF	0.803030303030303	0.102272727272727	( 0 ,  Inf )	px=1.5; pz=0.7	7	0.752525252525252	0.853535353535353	0.0454545454545455	0.159090909090909	#FFFFFF	0
#FFFFFF	0.803030303030303	0.215909090909091	( 0 ,  Inf )	px=1.5; pz=1.2	7	0.752525252525252	0.853535353535353	0.159090909090909	0.272727272727273	#FFFFFF	0
#FDFDFE	0.803030303030303	0.329545454545455	( 0 ,  Inf )	px=1.5; pz=1.7	7	0.752525252525252	0.853535353535353	0.272727272727273	0.386363636363636	#FDFDFE	0
#FBFBFD	0.803030303030303	0.443181818181818	( 0 ,  4.75 )	px=1.5; pz=2.2	7	0.752525252525252	0.853535353535353	0.386363636363636	0.5	#FBFBFD	0
#FDFDFE	0.803030303030303	0.556818181818182	( 0 ,  39.44 )	px=1.5; pz=2.7	7	0.752525252525252	0.853535353535353	0.5	0.613636363636364	#FDFDFE	0
#FDFDFE	0.803030303030303	0.670454545454545	( 0 ,  Inf )	px=1.5; pz=3.2	7	0.752525252525252	0.853535353535353	0.613636363636364	0.727272727272727	#FDFDFE	0
#FEFEFE	0.803030303030303	0.784090909090909	( 0 ,  Inf )	px=1.5; pz=3.7	7	0.752525252525252	0.853535353535353	0.727272727272727	0.840909090909091	#FEFEFE	0
#FFFFFF	0.803030303030303	0.897727272727273	( 0 ,  Inf )	px=1.5; pz=4.2	7	0.752525252525252	0.853535353535353	0.840909090909091	0.954545454545454	#FFFFFF	0
#FFFFFF	0.904040404040404	0.102272727272727	( 0 ,  Inf )	px=2; pz=0.7	7	0.853535353535353	0.954545454545454	0.0454545454545455	0.159090909090909	#FFFFFF	0
#FFFFFF	0.904040404040404	0.215909090909091	( 0 ,  Inf )	px=2; pz=1.2	7	0.853535353535353	0.954545454545454	0.159090909090909	0.272727272727273	#FFFFFF	0
#FFFFFF	0.904040404040404	0.329545454545455	( 0 ,  Inf )	px=2; pz=1.7	7	0.853535353535353	0.954545454545454	0.272727272727273	0.386363636363636	#FFFFFF	0
