x	xend	tooltip	PANEL	group
0.0467939489423342	0.0503754092688905	( 0 ,  0.01 )	1	1
0.0487684941561648	0.0555825697153268	( 0 ,  0.01 )	1	2
0.0477686336943906	0.0550294758624702	( 0 ,  0.01 )	2	3
0.0478753344237735	0.0560575433528872	( 0 ,  0.01 )	2	4
0.0457614686301846	0.0521828767601022	( 0 ,  0.01 )	3	5
0.0467507703653856	0.0543826340802794	( 0 ,  0.01 )	3	6
0.0454545454545454	0.0513155307819856	( 0 ,  0.01 )	4	7
0.0454612269767075	0.0511928517289211	( 0 ,  0.01 )	4	8
0.0454545454545455	0.0461946477099992	( 0 ,  0 )	5	9
0.0454545454545455	0.0494511549210409	( 0 ,  0 )	5	10
0.0454545454545455	0.0480526238806397	( 0 ,  0 )	6	11
0.0454545454545455	0.0577298161408774	( 0 ,  0.01 )	6	12
0.046190433370418	0.0526237904797499	( 0 ,  0.01 )	7	13
0.0488000134342693	0.0620559882680154	( 0 ,  0.02 )	7	14
0.0454545454545455	0.0532476953505169	( 0 ,  0.01 )	8	15
0.0461359488564637	0.0583811437824654	( 0 ,  0.01 )	8	16
0.0456616826661107	0.0508156536242649	( 0 ,  0.01 )	9	17
0.0471795900541099	0.0592976419842981	( 0 ,  0.02 )	9	18
0.0454545454545454	0.0482897687061264	( 0 ,  0 )	10	19
0.0461007846070123	0.0590263670146933	( 0 ,  0.01 )	10	20
0.0454545454545455	0.0459923709837534	( 0 ,  0 )	11	21
0.0454545454545455	0.0501083522026487	( 0 ,  0.01 )	11	22
0.0454545454545455	0.0506321204840569	( 0 ,  0.01 )	12	23
0.0454545454545455	0.0556396559927671	( 0 ,  0.01 )	12	24
0.0454545454545455	0.0585325128149072	( 0 ,  0.01 )	13	25
0.0455922999176416	0.0741481037872479	( 0 ,  0.03 )	13	26
0.0454545454545455	0.0647816877011362	( 0 ,  0.02 )	14	27
0.0454545454545455	0.0891576948183283	( 0 ,  0.05 )	14	28
0.0454545454545455	0.0521803989004484	( 0 ,  0.01 )	15	29
0.0474327673967528	0.0729348241263197	( 0 ,  0.03 )	15	30
0.0454545454545455	0.0512378504411565	( 0 ,  0.01 )	16	31
0.0454545454545455	0.0500868371613687	( 0 ,  0.01 )	16	32
0.0454545454545455	0.0556504047390906	( 0 ,  0.01 )	17	33
0.0454545454545455	0.0581291191037998	( 0 ,  0.01 )	17	34
0.0454545454545455	0.0510834495169298	( 0 ,  0.01 )	18	35
0.0454545454545455	0.0641440352828953	( 0 ,  0.02 )	18	36
0.0454545454545455	0.0688716011163503	( 0 ,  0.03 )	19	37
0.0454545454545455	0.141819055782749	( 0 ,  0.11 )	19	38
0.0454545454545455	0.0550638240675953	( 0 ,  0.01 )	20	39
0.0454545454545455	0.141825464646066	( 0 ,  0.11 )	20	40
0.0454545454545455	0.0612938027696996	( 0 ,  0.02 )	21	41
0.0454545454545455	0.083768293083716	( 0 ,  0.04 )	21	42
0.0454545454545455	0.0563341167299664	( 0 ,  0.01 )	22	43
0.0454545454545455	0.0596216647650911	( 0 ,  0.02 )	22	44
0.0454545454545455	0.0568196733568914	( 0 ,  0.01 )	23	45
0.0454545454545455	0.051210224764875	( 0 ,  0.01 )	23	46
0.0454545454545455	0.0509707749412377	( 0 ,  0.01 )	24	47
0.0454545454545455	0.0673887529222866	( 0 ,  0.02 )	24	48
