x	xend	tooltip	PANEL	group
0.43324347689114	0.476256280255377	( 0.43 ,  0.47 )	1	1
0.309900328810864	0.357361257743032	( 0.29 ,  0.34 )	1	2
0.245508494077173	0.29184391402904	( 0.22 ,  0.27 )	2	3
0.202761062026558	0.252000808205982	( 0.17 ,  0.23 )	2	4
0.285961645311004	0.368925398213239	( 0.26 ,  0.35 )	3	5
0.151534289628644	0.215174814586776	( 0.12 ,  0.19 )	3	6
0.158485905053734	0.227378185413577	( 0.12 ,  0.2 )	4	7
0.131828066210928	0.197683431546605	( 0.09 ,  0.17 )	4	8
0.133796902264407	0.24748665472686	( 0.1 ,  0.22 )	5	9
0.0978360213237601	0.197319774108292	( 0.06 ,  0.17 )	5	10
0.119146691805183	0.226109833701956	( 0.08 ,  0.2 )	6	11
0.0909368709597949	0.191687348493134	( 0.05 ,  0.16 )	6	12
0.453247774796879	0.525088223854319	( 0.45 ,  0.53 )	7	13
0.325371694597286	0.405817938669528	( 0.31 ,  0.4 )	7	14
0.226116920984859	0.303147347843943	( 0.2 ,  0.28 )	8	15
0.189623436852047	0.276401674925591	( 0.16 ,  0.25 )	8	16
0.332899093418479	0.421898810585405	( 0.32 ,  0.41 )	9	17
0.223227353679509	0.310180599431432	( 0.2 ,  0.29 )	9	18
0.217813422392688	0.30567005443124	( 0.19 ,  0.29 )	10	19
0.159618350941919	0.246728037575323	( 0.13 ,  0.22 )	10	20
0.231821523178073	0.369043179952677	( 0.21 ,  0.36 )	11	21
0.129398433222122	0.222548677320734	( 0.09 ,  0.19 )	11	22
0.166223843351376	0.280354551572343	( 0.13 ,  0.26 )	12	23
0.116065034235705	0.205916224792879	( 0.08 ,  0.18 )	12	24
0.460566355551442	0.568411796964679	( 0.46 ,  0.58 )	13	25
0.390390422378327	0.523325834936526	( 0.38 ,  0.53 )	13	26
0.240953425045207	0.371302531288664	( 0.22 ,  0.36 )	14	27
0.166418179168674	0.319566228712888	( 0.13 ,  0.3 )	14	28
0.313470704437619	0.418886009647204	( 0.29 ,  0.41 )	15	29
0.276752361668603	0.389912759343355	( 0.25 ,  0.38 )	15	30
0.191478898593656	0.310427897611593	( 0.16 ,  0.29 )	16	31
0.168600647431187	0.304117958137795	( 0.14 ,  0.28 )	16	32
0.240070838854177	0.372250562960435	( 0.21 ,  0.36 )	17	33
0.152317355325671	0.261597228159473	( 0.12 ,  0.24 )	17	34
0.186362954882182	0.308618496036144	( 0.15 ,  0.29 )	18	35
0.140594815303263	0.263409510580856	( 0.1 ,  0.24 )	18	36
0.523541547176512	0.671452677504015	( 0.53 ,  0.69 )	19	37
0.285862712868238	0.460460523897139	( 0.26 ,  0.46 )	19	38
0.295150301704258	0.508013480227231	( 0.27 ,  0.51 )	20	39
0.183402052888179	0.422458365625298	( 0.15 ,  0.41 )	20	40
0.337361666612487	0.478164925892615	( 0.32 ,  0.48 )	21	41
0.198375911936632	0.331105073162683	( 0.17 ,  0.31 )	21	42
0.14711663396487	0.303891501451221	( 0.11 ,  0.28 )	22	43
0.0587240398092556	0.184650029493032	( 0.01 ,  0.15 )	22	44
0.244482300396894	0.412583820020767	( 0.22 ,  0.4 )	23	45
0.142468086575816	0.279594322758698	( 0.11 ,  0.26 )	23	46
0.145827638602731	0.294841981813121	( 0.11 ,  0.27 )	24	47
0.11669697910148	0.239851308635513	( 0.08 ,  0.21 )	24	48
